start_time,end_time,avg_cpu_usage,avg_mem_usage,max_cpu_usage,max_mem_usage
300000000,600000000,0.000255584716796,0.001781463623046,0.00506591796875,0.001783370971679
600000000,900000000,0.00028228759765600004,0.001953125,0.004196166992187,0.002204895019531
900000000,1200000000,0.000248908996582,0.0017852783203120002,0.00445556640625,0.0017852783203120002
1200000000,1500000000,0.00026321411132800005,0.001783370971679,0.003929138183593001,0.0017852783203120002
1500000000,1800000000,0.00027275085449200004,0.0017852783203120002,0.00396728515625,0.001787185668945
1800000000,2100000000,0.00026416778564400005,0.0017929077148430002,0.005142211914062,0.001808166503906
2100000000,2400000000,0.000267028808593,0.00179100036621,0.004173278808593001,0.001808166503906
2400000000,2700000000,0.000258445739746,0.0017852783203120002,0.00396728515625,0.001787185668945
2700000000,3000000000,0.00026226043701100003,0.001787185668945,0.005104064941406,0.00179100036621
3000000000,3300000000,0.00027275085449200004,0.001783370971679,0.004402160644531,0.0017852783203120002
3300000000,3600000000,0.000257492065429,0.001781463623046,0.003898620605468,0.0017852783203120002
3600000000,3900000000,0.00026512145996000004,0.001781463623046,0.0033226013183590003,0.0017852783203120002
3900000000,4200000000,0.000259399414062,0.001783370971679,0.004035949707031,0.001787185668945
4200000000,4500000000,0.00025177001953100004,0.0017852783203120002,0.00433349609375,0.00179100036621
4500000000,4800000000,0.000260353088378,0.001787185668945,0.003887176513671,0.001789093017578
4800000000,5100000000,0.00026416778564400005,0.001781463623046,0.004676818847656,0.001783370971679
5100000000,5400000000,0.000249862670898,0.001810073852539,0.004318237304687,0.0018310546875
5400000000,5700000000,0.000250816345214,0.001787185668945,0.0035057067871090003,0.001789093017578
5700000000,6000000000,0.000247955322265,0.001783370971679,0.0027732849121090003,0.001789093017578
6000000000,6300000000,0.000256538391113,0.001787185668945,0.003593444824218,0.00179100036621
6300000000,6600000000,0.000256538391113,0.0017852783203120002,0.004203796386718001,0.00179100036621
6600000000,6900000000,0.000260353088378,0.001783370971679,0.004165649414062,0.001789093017578
6900000000,7200000000,0.000260353088378,0.001787185668945,0.004310607910156,0.001789093017578
7200000000,7500000000,0.00024127960205000003,0.0017852783203120002,0.00396728515625,0.001787185668945
7500000000,7800000000,0.000253677368164,0.0017852783203120002,0.004318237304687,0.001787185668945
7800000000,8100000000,0.000255584716796,0.0017852783203120002,0.004989624023437,0.001787185668945
