time_stamp,cpu_util_percent,mem_util_percent,net_in,net_out,disk_io_percent
3340,0.13,0.87,33.08,23.76,0.02
3530,0.15,0.88,33.09,23.76,0.01
3550,0.16,0.89,33.09,23.76,0.01
3630,0.17,0.89,33.09,23.76,0.01
3770,0.21,0.92,33.09,23.76,0.02
4240,0.26,0.88,33.09,23.77,0.01
4290,0.13,0.87,33.09,23.77,0.01
4390,0.13,0.86,33.09,23.77,0.02
4440,0.13,0.86,33.09,23.77,0.01
4490,0.09,0.85,33.09,23.77,0.01
4560,0.14,0.86,33.09,23.77,0.01
4580,0.18,0.87,33.1,23.77,0.01
4690,0.24,0.91,33.1,23.77,0.02
4750,0.46,0.91,33.1,23.77,0.02
4800,0.4,0.91,33.1,23.77,0.05
5010,0.22,0.82,33.1,23.77,0.02
5090,0.26,0.82,33.1,23.77,0.02
5150,0.29,0.83,33.11,23.77,0.04
5270,0.23,0.82,33.11,23.77,0.02
5330,0.34,0.8,33.11,23.78,0.04
5540,0.33,0.84,33.11,23.78,0.01
5550,0.34,0.84,33.11,23.78,0.01
5630,0.32,0.85,33.11,23.78,0.02
5770,0.29,0.84,33.12,23.78,0.02
5980,0.29,0.85,33.12,23.78,0.03
6250,0.3,0.82,33.12,23.78,0.01
6310,0.27,0.84,33.12,23.78,0.02
6330,0.28,0.84,33.12,23.78,0.02
6370,0.26,0.83,33.12,23.79,0.03
6610,0.28,0.86,33.13,23.79,0.02
6620,0.26,0.87,33.13,23.79,0.02
6640,0.33,0.87,33.13,23.79,0.02
6800,0.26,0.86,33.13,23.79,0.01
6890,0.27,0.86,33.13,23.79,0.01
6950,0.25,0.87,33.13,23.79,0.01
7110,0.23,0.87,33.13,23.79,0.1
7190,0.2,0.86,33.13,23.8,0.08
7220,0.2,0.86,33.14,23.8,0.02
7270,0.34,0.87,33.14,23.8,0.02
7310,0.32,0.88,33.14,23.8,0.02
7410,0.26,0.85,33.14,23.8,0.04
7560,0.32,0.87,33.14,23.8,0.04
7590,0.33,0.86,33.14,23.8,0.04
7600,0.29,0.86,33.14,23.8,0.04
7630,0.28,0.87,33.14,23.8,0.03
7690,0.25,0.87,33.14,23.8,0.02
7800,0.19,0.86,33.14,23.8,0.02
7820,0.18,0.85,33.14,23.8,0.02
7840,0.17,0.84,33.15,23.8,0.02
7880,0.35,0.9,33.15,23.8,0.04
7980,0.24,0.85,33.15,23.81,0.05
8090,0.31,0.86,33.15,23.81,0.02
8140,0.34,0.86,33.15,23.81,0.02
8160,0.34,0.87,33.16,23.81,0.04
8170,0.36,0.87,33.16,23.81,0.04
8230,0.26,0.86,33.16,23.81,0.03
8250,0.38,0.85,33.16,23.81,0.03
8260,0.36,0.85,33.16,23.81,0.03
8280,0.35,0.85,33.16,23.81,0.02
8320,0.36,0.85,33.16,23.81,0.02
8330,0.38,0.87,33.16,23.81,0.02
8570,0.19,0.88,33.16,23.81,0.02
8690,0.22,0.85,33.16,23.81,0.01
8740,0.18,0.83,33.16,23.81,0.02
8760,0.24,0.84,33.16,23.81,0.04
8780,0.2,0.83,33.17,23.81,0.04
