time_stamp,cpu_util_percent,mem_util_percent,net_in,net_out,disk_io_percent
1110,0.31,0.95,41.01,33.08,0.03
1220,0.36,0.96,41.01,33.08,0.03
1570,0.38,0.97,41.02,33.08,0.03
1770,0.36,0.95,41.02,33.08,0.02
1870,0.33,0.95,41.03,33.09,0.04
1990,0.31,0.93,41.03,33.09,0.04
2030,0.28,0.92,41.03,33.09,0.04
2130,0.25,0.91,41.03,33.09,0.02
2180,0.23,0.9,41.03,33.09,0.02
2200,0.24,0.9,41.03,33.09,0.02
2300,0.2,0.89,41.03,33.09,0.05
2390,0.24,0.89,41.03,33.09,0.03
2460,0.32,0.92,41.03,33.09,0.02
2610,0.35,0.91,41.04,33.1,0.02
2760,0.25,0.9,41.04,33.1,0.02
2770,0.27,0.9,41.04,33.1,0.02
3060,0.39,0.93,41.04,33.1,0.03
3090,0.31,0.91,41.04,33.1,0.03
3100,0.31,0.91,41.05,33.1,0.03
3120,0.29,0.92,41.05,33.1,0.03
3220,0.21,0.89,41.05,33.1,0.03
3360,0.25,0.91,41.05,33.1,0.02
3430,0.25,0.92,41.05,33.1,0.03
3450,0.25,0.93,41.05,33.1,0.03
3560,0.24,0.92,41.05,33.11,0.03
3770,0.36,0.96,41.05,33.11,0.03
3780,0.37,0.96,41.05,33.11,0.03
3820,0.32,0.95,41.05,33.11,0.03
3890,0.3,0.96,41.06,33.11,0.03
3990,0.28,0.94,41.06,33.11,0.02
4000,0.27,0.93,41.06,33.11,0.02
4120,0.28,0.92,41.06,33.11,0.04
4170,0.29,0.92,41.06,33.11,0.04
4250,0.27,0.92,41.06,33.11,0.02
4270,0.26,0.92,41.06,33.12,0.02
4320,0.22,0.9,41.06,33.12,0.02
4360,0.26,0.92,41.06,33.12,0.02
4390,0.22,0.9,41.06,33.12,0.03
4550,0.26,0.91,41.06,33.12,0.03
4850,0.41,0.95,41.07,33.12,0.04
5030,0.31,0.89,41.07,33.13,0.03
5060,0.42,0.89,41.07,33.13,0.02
5230,0.39,0.91,41.08,33.13,0.02
5240,0.36,0.9,41.08,33.13,0.02
5300,0.41,0.92,41.08,33.13,0.04
5340,0.34,0.87,41.08,33.13,0.02
5380,0.38,0.9,41.08,33.13,0.02
5490,0.43,0.92,41.08,33.13,0.03
5550,0.42,0.93,41.08,33.13,0.02
5730,0.42,0.92,41.09,33.14,0.03
5840,0.31,0.9,41.09,33.14,0.05
6060,0.3,0.89,41.09,33.14,0.03
6100,0.32,0.91,41.09,33.14,0.03
6110,0.31,0.91,41.09,33.14,0.03
6320,0.36,0.89,41.1,33.14,0.04
6540,0.3,0.92,41.1,33.15,0.03
6640,0.37,0.93,41.1,33.15,0.04
6750,0.34,0.91,41.1,33.15,0.03
6940,0.37,0.92,41.11,33.15,0.03
6970,0.32,0.9,41.11,33.15,0.03
7030,0.29,0.9,41.11,33.16,0.06
7040,0.25,0.9,41.11,33.16,0.06
7130,0.32,0.89,41.11,33.16,0.04
7140,0.31,0.89,41.11,33.16,0.04
7190,0.3,0.89,41.11,33.16,0.04
7250,0.4,0.9,41.11,33.16,0.04
7360,0.41,0.9,41.12,33.16,0.03
7490,0.37,0.9,41.12,33.16,0.04
7540,0.37,0.91,41.12,33.16,0.06
7650,0.4,0.91,41.12,33.16,0.05
7660,0.4,0.92,41.12,33.17,0.05
7720,0.42,0.92,41.12,33.17,0.04
7880,0.39,0.94,41.13,33.17,0.06
7910,0.39,0.93,41.13,33.17,0.06
8110,0.36,0.91,41.13,33.17,0.02
8130,0.3,0.91,41.13,33.17,0.02
8150,0.44,0.91,41.13,33.18,0.02
8250,0.32,0.91,41.13,33.18,0.07
8260,0.31,0.9,41.13,33.18,0.07
8360,0.28,0.89,41.14,33.18,0.02
8490,0.32,0.88,41.14,33.18,0.17
8560,0.29,0.88,41.14,33.18,0.21
8600,0.36,0.89,41.14,33.18,0.91
8610,0.36,0.89,41.14,33.18,0.91
8620,0.37,0.89,41.14,33.18,0.91
8780,0.27,0.88,41.14,33.18,0.06
8800,0.3,0.89,41.14,33.18,0.06
8890,0.3,0.87,41.15,33.18,0.07
8970,0.24,0.87,41.15,33.18,0.04
9230,0.34,0.89,41.15,33.19,0.04
9460,0.29,0.87,41.16,33.19,0.03
9800,0.29,0.87,41.16,33.19,0.03
9920,0.38,0.88,41.16,33.19,0.03
9980,0.29,0.87,41.16,33.19,0.04
10030,0.3,0.87,41.16,33.2,0.04
10110,0.33,0.87,41.17,33.2,0.05
10130,0.33,0.86,41.17,33.2,0.05
10200,0.41,0.87,41.17,33.2,0.03
10220,0.4,0.87,41.17,33.2,0.03
15580,0.32,0.86,41.28,33.26,0.09
15690,0.36,0.86,41.28,33.26,0.07
15760,0.34,0.86,41.28,33.27,0.06
15780,0.31,0.86,41.28,33.27,0.05
15880,0.27,0.85,41.29,33.27,0.04
15930,0.35,0.86,41.29,33.27,0.03
16050,0.25,0.84,41.29,33.27,0.03
16120,0.32,0.85,41.29,33.27,0.03
16130,0.35,0.86,41.29,33.27,0.03
16140,0.29,0.86,41.29,33.27,0.03
16150,0.29,0.86,41.29,33.27,0.03
16180,0.32,0.86,41.29,33.27,0.03
16230,0.51,0.87,41.29,33.27,0.04
16440,0.29,0.86,41.3,33.27,0.04
16480,0.28,0.87,41.3,33.27,0.04
16520,0.29,0.86,41.3,33.27,0.02
16540,0.29,0.86,41.3,33.27,0.02
16560,0.28,0.87,41.3,33.27,0.03
16660,0.26,0.86,41.3,33.28,0.02
16700,0.31,0.87,41.3,33.28,0.02
16770,0.28,0.88,41.3,33.28,0.04
16790,0.27,0.87,41.3,33.28,0.04
16830,0.34,0.89,41.3,33.28,0.02
16930,0.31,0.9,41.3,33.28,0.02
17000,0.26,0.87,41.3,33.28,0.03
17080,0.27,0.85,41.3,33.28,0.05
17090,0.26,0.85,41.3,33.28,0.05
17110,0.3,0.86,41.3,33.28,0.03
17310,0.4,0.89,41.31,33.28,0.04
17340,0.42,0.88,41.31,33.28,0.03
17460,0.37,0.88,41.31,33.28,0.04
17510,0.38,0.9,41.31,33.28,0.04
17600,0.27,0.88,41.31,33.29,0.06
17710,0.31,0.87,41.31,33.29,0.03
17820,0.34,0.89,41.32,33.29,0.03
17890,0.27,0.88,41.32,33.29,0.06
18000,0.25,0.87,41.32,33.29,0.06
18100,0.29,0.87,41.32,33.29,0.06
18120,0.3,0.87,41.32,33.29,0.03
