time_stamp,cpu_util_percent,mem_util_percent,net_in,net_out,disk_io_percent
1310,0.23,0.96,32.65,24.43,0.04
1350,0.24,0.93,32.65,24.43,0.04
1480,0.27,0.93,32.65,24.43,0.04
1760,0.29,0.95,32.65,24.44,0.04
1940,0.17,0.93,32.65,24.44,0.05
1980,0.37,0.93,32.65,24.44,0.04
2170,0.37,0.92,32.65,24.44,0.04
2280,0.27,0.92,32.65,24.44,0.06
2330,0.21,0.92,32.65,24.44,0.06
2510,0.19,0.95,32.66,24.44,0.04
2540,0.21,0.93,32.66,24.44,0.03
2550,0.25,0.93,32.66,24.44,0.03
2580,0.15,0.93,32.66,24.44,0.04
2610,0.14,0.93,32.66,24.44,0.04
2690,0.17,0.94,32.66,24.44,0.03
2710,0.22,0.94,32.66,24.44,0.03
2820,0.32,0.92,32.66,24.44,0.04
3270,0.2,0.92,32.66,24.45,0.04
3330,0.15,0.92,32.66,24.45,0.05
3430,0.36,0.94,32.66,24.45,0.04
3510,0.32,0.94,32.67,24.45,0.04
3600,0.14,0.95,32.67,24.45,0.03
3610,0.42,0.95,32.67,24.45,0.03
3690,0.41,0.97,32.67,24.45,0.04
3700,0.27,0.97,32.67,24.45,0.04
4270,0.27,0.92,32.67,24.45,0.03
4370,0.22,0.91,32.67,24.45,0.04
4460,0.17,0.91,32.67,24.45,0.05
4770,0.43,0.96,32.68,24.46,0.04
4920,0.35,0.86,32.68,24.46,0.09
4970,0.25,0.83,32.68,24.46,0.09
5080,0.26,0.82,32.68,24.46,0.03
5150,0.4,0.83,32.68,24.46,0.06
5180,0.28,0.83,32.68,24.46,0.05
5390,0.33,0.82,32.68,24.46,0.04
5440,0.29,0.82,32.68,24.46,0.03
5450,0.29,0.81,32.68,24.46,0.03
5480,0.38,0.82,32.68,24.46,0.04
5490,0.35,0.83,32.68,24.46,0.04
5550,0.32,0.82,32.69,24.46,0.04
5560,0.34,0.82,32.69,24.46,0.04
5680,0.36,0.83,32.69,24.46,0.04
6130,0.26,0.79,32.69,24.47,0.04
6180,0.18,0.78,32.69,24.47,0.04
6210,0.16,0.78,32.69,24.47,0.04
6330,0.28,0.81,32.7,24.47,0.04
6360,0.3,0.81,32.7,24.47,0.04
