time_stamp,cpu_util_percent,mem_util_percent,net_in,net_out,disk_io_percent
50,0.17,0.9,35.51,27.92,0.02
130,0.19,0.9,35.52,27.92,0.03
850,0.34,0.9,35.52,27.93,0.02
880,0.24,0.88,35.52,27.93,0.02
4800,0.46,0.93,35.57,27.97,0.04
4820,0.46,0.92,35.57,27.97,0.04
4840,0.41,0.9,35.58,27.97,0.04
4870,0.47,0.9,35.58,27.97,0.08
5040,0.31,0.85,35.58,27.97,0.03
5050,0.34,0.85,35.58,27.97,0.03
5060,0.32,0.85,35.58,27.97,0.03
5090,0.33,0.84,35.58,27.97,0.03
5110,0.45,0.85,35.58,27.97,0.05
5220,0.4,0.86,35.58,27.97,0.02
5230,0.38,0.84,35.58,27.97,0.02
5370,0.39,0.86,35.58,27.97,0.03
5410,0.42,0.86,35.58,27.97,0.02
5510,0.44,0.86,35.58,27.97,0.02
5720,0.4,0.86,35.59,27.98,0.03
6000,0.27,0.83,35.59,27.98,0.03
6130,0.24,0.81,35.59,27.98,0.02
6250,0.29,0.82,35.59,27.98,0.03
6380,0.27,0.82,35.59,27.98,0.03
6450,0.25,0.82,35.6,27.98,0.02
6630,0.29,0.84,35.6,27.98,0.05
6650,0.37,0.85,35.6,27.98,0.05
6740,0.27,0.82,35.6,27.98,0.02
6800,0.26,0.83,35.6,27.98,0.03
7110,0.23,0.85,35.6,27.99,0.12
7150,0.24,0.85,35.61,27.99,0.08
7160,0.24,0.85,35.61,27.99,0.08
7170,0.25,0.86,35.61,27.99,0.08
7220,0.26,0.86,35.61,27.99,0.03
7360,0.29,0.85,35.61,27.99,0.04
7440,0.24,0.85,35.61,27.99,0.03
7610,0.34,0.86,35.61,27.99,0.03
7620,0.35,0.86,35.61,27.99,0.05
7660,0.31,0.88,35.61,27.99,0.05
7690,0.34,0.88,35.61,27.99,0.05
18340,0.26,0.88,35.78,28.09,0.03
18360,0.29,0.88,35.78,28.09,0.02
18430,0.28,0.89,35.78,28.09,0.04
18480,0.23,0.88,35.79,28.09,0.03
18530,0.22,0.88,35.79,28.09,0.03
18720,0.29,0.89,35.79,28.1,0.04
18810,0.3,0.88,35.79,28.1,0.04
18840,0.36,0.9,35.79,28.1,0.05
18890,0.26,0.87,35.79,28.1,0.05
18920,0.26,0.87,35.8,28.1,0.04
18930,0.27,0.88,35.8,28.1,0.04
19080,0.27,0.91,35.8,28.1,0.03
19110,0.22,0.91,35.8,28.1,0.03
19130,0.18,0.89,35.8,28.1,0.03
19310,0.16,0.86,35.8,28.1,0.03
19340,0.16,0.86,35.8,28.1,0.03
19350,0.17,0.86,35.8,28.1,0.03
19560,0.42,0.9,35.8,28.1,0.05
19600,0.37,0.88,35.8,28.1,0.05
19660,0.38,0.89,35.81,28.11,0.07
19960,0.45,0.92,35.81,28.11,0.04
19990,0.41,0.91,35.81,28.11,0.13
20060,0.42,0.9,35.82,28.11,0.11
20190,0.59,0.94,35.82,28.11,0.11
20220,0.54,0.94,35.82,28.11,0.17
20240,0.55,0.93,35.82,28.11,0.17
20270,0.57,0.9,35.83,28.11,0.17
20280,0.52,0.89,35.83,28.11,0.23
20300,0.44,0.89,35.83,28.11,0.23
20550,0.55,0.94,35.83,28.12,0.22
20620,0.5,0.93,35.83,28.12,0.15
20760,0.57,0.91,35.84,28.12,0.15
21220,0.31,0.86,35.85,28.13,0.08
21230,0.32,0.86,35.85,28.13,0.08
21550,0.34,0.86,35.85,28.13,0.08
21900,0.54,0.91,35.86,28.14,0.14
22030,0.45,0.9,35.86,28.14,0.13
22220,0.47,0.88,35.87,28.14,0.12
22300,0.79,0.94,35.87,28.14,0.1
22310,0.73,0.95,35.87,28.14,0.1
22450,0.73,0.94,35.88,28.15,0.1
22550,0.77,0.94,35.88,28.15,0.08
22700,0.82,0.94,35.89,28.15,0.1
22710,0.82,0.95,35.89,28.15,0.1
22720,0.82,0.94,35.89,28.15,0.1
22820,0.81,0.94,35.9,28.15,0.07
23030,0.62,0.94,35.91,28.15,0.1
23050,0.62,0.94,35.91,28.16,0.04
23120,0.56,0.92,35.91,28.16,0.04
23160,0.61,0.93,35.91,28.16,0.03
23190,0.63,0.94,35.91,28.16,0.03
23240,0.57,0.93,35.91,28.16,0.08
23390,0.52,0.91,35.92,28.16,0.07
23670,0.65,0.93,35.92,28.16,0.06
23730,0.66,0.93,35.93,28.16,0.07
23790,0.64,0.95,35.93,28.17,0.1
23810,0.63,0.95,35.93,28.17,0.1
23880,0.56,0.92,35.93,28.17,0.12
24050,0.56,0.95,35.93,28.17,0.06
24070,0.55,0.94,35.93,28.17,0.15
24320,0.48,0.93,35.94,28.17,0.08
24400,0.5,0.92,35.94,28.18,0.05
24420,0.49,0.92,35.94,28.18,0.1
24430,0.5,0.91,35.94,28.18,0.1
24520,0.5,0.89,35.95,28.18,0.09
24540,0.53,0.88,35.95,28.18,0.09
24550,0.55,0.89,35.95,28.18,0.09
24640,0.64,0.94,35.95,28.18,0.12
24700,0.61,0.91,35.95,28.18,0.08
24790,0.63,0.89,35.95,28.18,0.1
24910,0.51,0.88,35.96,28.18,0.12
24920,0.45,0.88,35.96,28.18,0.12
24940,0.47,0.89,35.96,28.18,0.12
25040,0.42,0.86,35.96,28.19,0.13
25070,0.45,0.87,35.96,28.19,0.13
25080,0.46,0.87,35.96,28.19,0.13
25210,0.56,0.87,35.96,28.19,0.07
25230,0.51,0.87,35.96,28.19,0.07
25340,0.55,0.88,35.97,28.19,0.09
25350,0.54,0.88,35.97,28.19,0.09
25470,0.53,0.88,35.97,28.19,0.05
25650,0.45,0.89,35.97,28.2,0.05
25710,0.51,0.89,35.98,28.2,0.13
25870,0.65,0.89,35.98,28.2,0.06
25880,0.67,0.89,35.98,28.2,0.06
26320,0.41,0.88,35.99,28.2,0.04
26330,0.4,0.89,35.99,28.21,0.04
26450,0.39,0.88,35.99,28.21,0.04
26890,0.55,0.92,36.0,28.21,0.02
26950,0.58,0.94,36.0,28.21,0.03
26960,0.56,0.93,36.0,28.21,0.03
27060,0.54,0.9,36.0,28.21,0.02
27090,0.51,0.91,36.0,28.21,0.02
27330,0.47,0.87,36.01,28.22,0.04
27420,0.4,0.88,36.01,28.22,0.04
27440,0.42,0.87,36.01,28.22,0.04
27540,0.51,0.87,36.01,28.22,0.03
27640,0.46,0.87,36.01,28.22,0.05
27670,0.41,0.88,36.01,28.22,0.03
27710,0.41,0.88,36.01,28.22,0.03
27730,0.45,0.88,36.01,28.22,0.05
27790,0.4,0.87,36.01,28.23,0.05
32820,0.41,0.83,36.11,28.3,0.08
32930,0.51,0.87,36.11,28.3,0.07
33000,0.54,0.86,36.11,28.31,0.06
33010,0.57,0.87,36.11,28.31,0.06
33110,0.52,0.87,36.11,28.31,0.08
33130,0.52,0.85,36.11,28.31,0.06
33200,0.53,0.86,36.12,28.31,0.05
33270,0.49,0.85,36.12,28.31,0.05
33290,0.46,0.84,36.12,28.31,0.05
33500,0.41,0.84,36.12,28.31,0.05
33660,0.41,0.83,36.12,28.31,0.04
33720,0.41,0.83,36.12,28.32,0.02
33730,0.43,0.83,36.12,28.32,0.02
33750,0.48,0.83,36.12,28.32,0.02
33900,0.37,0.8,36.12,28.32,0.19
33950,0.36,0.8,36.13,28.32,0.19
33980,0.35,0.8,36.13,28.32,0.04
34020,0.35,0.79,36.13,28.32,0.04
34160,0.34,0.82,36.13,28.32,0.05
34310,0.33,0.81,36.13,28.32,0.09
34390,0.31,0.8,36.13,28.32,0.05
35100,0.31,0.8,36.14,28.33,0.03
35160,0.36,0.81,36.14,28.33,0.02
35180,0.4,0.82,36.14,28.33,0.02
35330,0.36,0.85,36.14,28.33,0.03
35400,0.31,0.84,36.15,28.33,0.04
35460,0.33,0.83,36.15,28.33,0.04
35560,0.51,0.85,36.15,28.33,0.04
35580,0.48,0.85,36.15,28.33,0.02
35700,0.31,0.82,36.15,28.34,0.02
35790,0.32,0.82,36.15,28.34,0.04
35920,0.31,0.82,36.15,28.34,0.03
35960,0.36,0.82,36.15,28.34,0.03
35970,0.35,0.82,36.15,28.34,0.03
36160,0.42,0.84,36.16,28.34,0.06
36210,0.31,0.84,36.16,28.34,0.03
36500,0.36,0.83,36.16,28.35,0.04
36590,0.44,0.83,36.16,28.35,0.03
36650,0.46,0.84,36.17,28.35,0.04
36660,0.49,0.84,36.17,28.35,0.04
36740,0.35,0.85,36.17,28.35,0.03
36790,0.34,0.84,36.17,28.35,0.02
36800,0.34,0.85,36.17,28.35,0.02
37180,0.32,0.84,36.17,28.36,0.03
37240,0.35,0.84,36.18,28.36,0.03
37260,0.34,0.83,36.18,28.36,0.03
37280,0.37,0.84,36.18,28.36,0.03
37300,0.38,0.84,36.18,28.36,0.03
37660,0.42,0.84,36.18,28.36,0.02
37690,0.4,0.84,36.18,28.36,0.02
37740,0.34,0.84,36.18,28.36,0.02
37860,0.3,0.83,36.18,28.36,0.02
37880,0.3,0.83,36.18,28.37,0.02
37890,0.31,0.83,36.18,28.37,0.02
37910,0.32,0.83,36.18,28.37,0.02
37970,0.32,0.84,36.19,28.37,0.03
37980,0.34,0.83,36.19,28.37,0.02
38010,0.31,0.83,36.19,28.37,0.02
38090,0.27,0.82,36.19,28.37,0.03
38200,0.29,0.82,36.19,28.37,0.03
38270,0.26,0.82,36.19,28.37,0.02
38320,0.26,0.82,36.19,28.37,0.02
38440,0.27,0.81,36.19,28.37,0.04
38540,0.37,0.83,36.19,28.37,0.02
38660,0.32,0.82,36.19,28.37,0.02
38690,0.28,0.82,36.19,28.37,0.02
38740,0.42,0.82,36.19,28.37,0.02
38820,0.34,0.83,36.19,28.37,0.02
38900,0.34,0.83,36.19,28.37,0.02
39020,0.32,0.82,36.19,28.37,0.03
39050,0.3,0.82,36.19,28.37,0.03
39180,0.26,0.82,36.2,28.38,0.02
39390,0.25,0.82,36.2,28.38,0.02
39400,0.25,0.83,36.2,28.38,0.02
39610,0.26,0.81,36.2,28.38,0.04
39620,0.23,0.81,36.2,28.38,0.04
39640,0.23,0.82,36.2,28.38,0.04
39700,0.26,0.83,36.2,28.38,0.03
39740,0.29,0.84,36.2,28.38,0.04
39790,0.3,0.84,36.2,28.38,0.03
39800,0.31,0.84,36.2,28.38,0.03
39840,0.3,0.84,36.2,28.38,0.02
39910,0.36,0.84,36.2,28.38,0.05
40190,0.33,0.86,36.21,28.39,0.03
40200,0.32,0.86,36.21,28.39,0.02
40240,0.52,0.86,36.21,28.39,0.02
40310,0.49,0.85,36.21,28.39,0.05
40340,0.48,0.85,36.21,28.39,0.03
40400,0.48,0.85,36.21,28.39,0.02
41730,0.27,0.84,36.23,28.41,0.04
41860,0.34,0.84,36.23,28.41,0.02
42000,0.3,0.83,36.23,28.41,0.05
42110,0.32,0.83,36.23,28.41,0.03
42140,0.31,0.83,36.24,28.41,0.03
42250,0.31,0.83,36.24,28.41,0.02
42270,0.27,0.83,36.24,28.41,0.02
42420,0.32,0.84,36.24,28.42,0.03
42460,0.34,0.85,36.24,28.42,0.03
42500,0.33,0.84,36.24,28.42,0.03
43370,0.37,0.86,36.25,28.43,0.09
43410,0.46,0.86,36.25,28.43,0.05
43520,0.27,0.84,36.26,28.43,0.07
43680,0.29,0.86,36.26,28.43,0.04
43700,0.35,0.86,36.26,28.44,0.04
43940,0.33,0.88,36.26,28.44,0.04
43980,0.34,0.89,36.26,28.44,0.06
44240,0.29,0.87,36.27,28.44,0.02
44360,0.29,0.85,36.27,28.44,0.03
44600,0.36,0.87,36.27,28.45,0.02
44690,0.32,0.86,36.27,28.45,0.03
44890,0.26,0.85,36.27,28.45,0.05
44960,0.31,0.85,36.27,28.45,0.03
45010,0.32,0.86,36.27,28.45,0.02
45170,0.26,0.86,36.28,28.45,0.03
45190,0.28,0.86,36.28,28.45,0.03
45220,0.27,0.87,36.28,28.45,0.03
45280,0.26,0.86,36.28,28.45,0.02
45690,0.45,0.86,36.28,28.46,0.03
45720,0.44,0.87,36.28,28.46,0.03
45770,0.46,0.87,36.28,28.46,0.03
45800,0.47,0.87,36.28,28.46,0.03
45820,0.45,0.87,36.28,28.46,0.03
45850,0.27,0.87,36.28,28.46,0.02
45990,0.3,0.88,36.29,28.46,0.02
46030,0.35,0.89,36.29,28.46,0.03
46150,0.35,0.91,36.29,28.46,0.03
46210,0.39,0.9,36.29,28.46,0.05
46260,0.39,0.92,36.29,28.46,0.03
46330,0.4,0.92,36.29,28.46,0.03
46520,0.31,0.88,36.29,28.46,0.03
46630,0.31,0.87,36.29,28.47,0.04
46640,0.32,0.86,36.29,28.47,0.04
46670,0.32,0.87,36.29,28.47,0.04
46710,0.29,0.87,36.29,28.47,0.04
46800,0.34,0.89,36.3,28.47,0.03
46970,0.28,0.88,36.3,28.47,0.03
47040,0.34,0.9,36.3,28.47,0.03
47160,0.34,0.9,36.3,28.47,0.04
47180,0.32,0.89,36.3,28.47,0.04
47230,0.34,0.89,36.3,28.47,0.03
47290,0.33,0.89,36.3,28.47,0.04
47480,0.37,0.92,36.31,28.47,0.02
47490,0.39,0.92,36.31,28.48,0.02
47520,0.36,0.92,36.31,28.48,0.02
47590,0.4,0.93,36.31,28.48,0.03
47610,0.38,0.93,36.31,28.48,0.03
47710,0.39,0.93,36.31,28.48,0.04
47810,0.35,0.93,36.31,28.48,0.03
