time_stamp,cpu_util_percent,mem_util_percent,net_in,net_out,disk_io_percent
30,0.1,0.9,31.14,22.0,0.03
1420,0.15,0.88,31.16,22.01,0.03
1690,0.29,0.91,31.16,22.01,0.02
1830,0.2,0.9,31.16,22.01,0.03
1900,0.68,0.89,31.16,22.01,0.02
2000,0.27,0.87,31.16,22.01,0.04
2120,0.14,0.88,31.16,22.01,0.02
2230,0.26,0.88,31.17,22.02,0.02
2260,0.24,0.88,31.17,22.02,0.02
2320,0.62,0.88,31.17,22.02,0.06
2370,0.19,0.89,31.17,22.02,0.02
2680,0.17,0.89,31.17,22.02,0.02
3160,0.33,0.9,31.18,22.02,0.02
3420,0.25,0.91,31.18,22.02,0.01
3610,0.68,0.91,31.18,22.02,0.01
3690,0.28,0.93,31.18,22.02,0.04
3720,0.24,0.93,31.18,22.02,0.02
3760,0.22,0.93,31.18,22.03,0.02
3840,0.25,0.94,31.18,22.03,0.02
3940,0.22,0.94,31.18,22.03,0.02
3980,0.23,0.93,31.18,22.03,0.02
4090,0.42,0.9,31.18,22.03,0.04
4130,0.5,0.89,31.18,22.03,0.04
4170,0.11,0.88,31.18,22.03,0.03
4210,0.13,0.88,31.18,22.03,0.01
4290,0.11,0.88,31.18,22.03,0.02
4350,0.09,0.88,31.18,22.03,0.02
4370,0.11,0.88,31.18,22.03,0.02
4390,0.44,0.88,31.18,22.03,0.02
4410,0.11,0.88,31.18,22.03,0.02
4420,0.08,0.88,31.18,22.03,0.02
4500,0.09,0.87,31.18,22.03,0.02
4660,0.28,0.93,31.19,22.03,0.03
4720,0.42,0.97,31.19,22.03,0.02
4850,0.37,0.92,31.19,22.03,0.09
4870,0.39,0.92,31.19,22.03,0.08
4930,0.31,0.87,31.19,22.03,0.04
4970,0.25,0.87,31.19,22.03,0.04
5000,0.26,0.88,31.19,22.03,0.03
5040,0.39,0.87,31.19,22.03,0.03
5170,0.41,0.86,31.2,22.04,0.05
5180,0.45,0.85,31.2,22.04,0.05
