time_stamp,cpu_util_percent,mem_util_percent,net_in,net_out,disk_io_percent
160,0.14,0.91,41.2,31.25,0.02
190,0.15,0.91,41.2,31.25,0.02
350,0.18,0.92,41.2,31.25,0.02
410,0.24,0.95,41.21,31.25,0.02
650,0.29,0.94,41.21,31.26,0.04
700,0.24,0.93,41.21,31.26,0.03
1190,0.3,0.97,41.22,31.26,0.02
1460,0.28,0.95,41.22,31.27,0.03
1640,0.31,0.96,41.23,31.27,0.02
1980,0.2,0.91,41.23,31.27,0.03
3550,0.18,0.93,41.25,31.29,0.02
3690,0.22,0.95,41.26,31.29,0.02
6700,0.31,0.89,41.3,31.33,0.02
6710,0.29,0.9,41.3,31.33,0.02
6840,0.29,0.89,41.31,31.33,0.03
7030,0.26,0.88,41.31,31.34,0.02
7040,0.25,0.88,41.31,31.34,0.02
7070,0.24,0.89,41.31,31.34,0.02
7110,0.25,0.9,41.31,31.34,0.04
7180,0.21,0.89,41.31,31.34,0.05
7280,0.31,0.89,41.31,31.34,0.07
7320,0.29,0.88,41.32,31.34,0.03
7460,0.33,0.89,41.32,31.34,0.02
7560,0.37,0.92,41.32,31.34,0.03
7630,0.31,0.91,41.32,31.34,0.03
7780,0.34,0.92,41.32,31.35,0.02
7870,0.26,0.91,41.33,31.35,0.06
7920,0.3,0.91,41.33,31.35,0.09
7990,0.28,0.89,41.33,31.35,0.06
8400,0.21,0.87,41.33,31.35,0.03
8650,0.29,0.86,41.34,31.36,0.14
8740,0.28,0.87,41.34,31.36,0.37
8780,0.24,0.87,41.34,31.36,0.13
9170,0.28,0.86,41.35,31.36,0.02
9300,0.29,0.86,41.35,31.36,0.02
9480,0.27,0.86,41.35,31.36,0.02
11530,0.24,0.89,41.39,31.39,0.03
11580,0.16,0.86,41.4,31.39,0.03
11770,0.4,0.86,41.4,31.39,0.03
11950,0.21,0.86,41.4,31.39,0.03
12040,0.18,0.86,41.4,31.39,0.02
12110,0.24,0.86,41.4,31.39,0.02
12140,0.25,0.87,41.4,31.39,0.03
12550,0.37,0.91,41.41,31.4,0.02
12650,0.29,0.88,41.41,31.4,0.03
12720,0.8,0.94,41.42,31.4,0.04
12770,0.39,0.83,41.42,31.4,0.04
12820,0.18,0.77,41.42,31.4,0.11
13120,0.23,0.78,41.42,31.4,0.17
13180,0.29,0.78,41.42,31.4,0.07
13190,0.3,0.79,41.42,31.4,0.07
13320,0.3,0.8,41.43,31.4,0.03
13640,0.27,0.8,41.43,31.41,0.04
13820,0.3,0.82,41.43,31.41,0.03
13840,0.28,0.81,41.44,31.41,0.03
13890,0.28,0.82,41.44,31.41,0.03
13900,0.32,0.81,41.44,31.41,0.03
13930,0.33,0.81,41.44,31.41,0.03
14020,0.31,0.82,41.44,31.41,0.04
14070,0.34,0.82,41.44,31.41,0.04
14120,0.42,0.85,41.44,31.41,0.04
14130,0.36,0.83,41.44,31.41,0.04
14650,0.43,0.83,41.45,31.42,0.05
14780,0.38,0.84,41.46,31.42,0.05
14840,0.42,0.85,41.46,31.42,0.03
14860,0.31,0.84,41.46,31.42,0.03
14950,0.4,0.83,41.46,31.42,0.02
15070,0.33,0.84,41.46,31.42,0.05
15140,0.36,0.84,41.46,31.43,0.05
15240,0.31,0.85,41.47,31.43,0.02
15250,0.32,0.86,41.47,31.43,0.02
16400,0.24,0.84,41.49,31.44,0.04
16410,0.24,0.85,41.49,31.44,0.04
16450,0.26,0.83,41.49,31.44,0.03
16500,0.19,0.84,41.49,31.44,0.02
16660,0.19,0.83,41.49,31.44,0.02
16720,0.21,0.83,41.49,31.44,0.02
16730,0.24,0.83,41.49,31.45,0.02
28290,0.43,0.89,41.77,31.63,0.04
28570,0.4,0.91,41.78,31.63,0.05
28590,0.45,0.92,41.78,31.63,0.05
28610,0.42,0.92,41.78,31.63,0.05
28790,0.44,0.95,41.78,31.64,0.04
28840,0.63,0.95,41.78,31.64,0.07
28880,0.59,0.95,41.79,31.64,0.06
28920,0.6,0.94,41.79,31.64,0.05
29060,0.52,0.91,41.79,31.64,0.06
29100,0.47,0.91,41.79,31.64,0.06
29120,0.51,0.92,41.79,31.64,0.06
29390,0.4,0.87,41.8,31.65,0.06
29410,0.42,0.86,41.8,31.65,0.1
29600,0.62,0.86,41.81,31.65,0.07
29940,0.72,0.89,41.81,31.66,0.09
29970,0.63,0.88,41.81,31.66,0.09
29990,0.6,0.87,41.81,31.66,0.09
30010,0.53,0.88,41.82,31.66,0.06
30040,0.41,0.87,41.82,31.66,0.06
30290,0.53,0.89,41.82,31.67,0.04
30390,0.47,0.87,41.82,31.67,0.11
30450,0.55,0.87,41.82,31.67,0.09
30740,0.34,0.86,41.83,31.67,0.09
30780,0.36,0.85,41.83,31.67,0.05
30870,0.7,0.91,41.84,31.68,0.03
30880,0.68,0.91,41.84,31.68,0.03
30900,0.65,0.92,41.84,31.68,0.04
30970,0.45,0.87,41.84,31.68,0.03
31070,0.49,0.88,41.84,31.68,0.06
31150,0.54,0.89,41.84,31.68,0.07
31200,0.49,0.9,41.84,31.68,0.06
31660,0.56,0.93,41.86,31.69,0.14
31850,0.51,0.91,41.86,31.7,0.08
31910,0.56,0.9,41.86,31.7,0.07
32120,0.5,0.91,41.87,31.7,0.08
34530,0.43,0.85,41.92,31.75,0.04
34590,0.39,0.84,41.92,31.75,0.03
34610,0.37,0.84,41.92,31.75,0.03
34740,0.38,0.84,41.92,31.75,0.02
34760,0.35,0.84,41.92,31.75,0.02
34770,0.35,0.84,41.92,31.75,0.02
34790,0.41,0.84,41.92,31.75,0.02
34810,0.44,0.85,41.92,31.75,0.03
34830,0.41,0.86,41.92,31.75,0.03
35670,0.38,0.88,41.94,31.77,0.03
35750,0.51,0.9,41.94,31.77,0.02
36020,0.44,0.88,41.95,31.77,0.03
36050,0.42,0.89,41.95,31.77,0.03
36220,0.46,0.89,41.95,31.78,0.03
42910,0.37,0.88,42.1,31.9,0.06
43060,0.34,0.9,42.1,31.9,0.03
43090,0.38,0.9,42.1,31.9,0.04
43160,0.43,0.9,42.1,31.91,0.06
