time_stamp,cpu_util_percent,mem_util_percent,net_in,net_out,disk_io_percent
13150,0.31,0.9,31.66,24.7,0.06
13220,0.29,0.9,31.66,24.7,0.05
13420,0.28,0.92,31.66,24.71,0.04
13430,0.32,0.92,31.66,24.71,0.04
13510,0.38,0.93,31.66,24.71,0.07
13530,0.33,0.93,31.66,24.71,0.07
13600,0.32,0.93,31.67,24.71,0.03
13670,0.33,0.91,31.67,24.71,0.06
13680,0.32,0.91,31.67,24.71,0.04
13730,0.34,0.93,31.67,24.71,0.04
13800,0.33,0.93,31.67,24.71,0.05
13850,0.3,0.91,31.67,24.71,0.05
13890,0.3,0.92,31.67,24.71,0.04
13900,0.31,0.92,31.67,24.71,0.04
13970,0.27,0.92,31.67,24.71,0.03
14010,0.3,0.93,31.67,24.71,0.05
14020,0.29,0.92,31.67,24.71,0.05
14040,0.35,0.93,31.67,24.71,0.08
14070,0.31,0.93,31.67,24.71,0.08
14250,0.4,0.95,31.68,24.71,0.04
14290,0.48,0.96,31.68,24.72,0.05
14400,0.29,0.93,31.68,24.72,0.03
14470,0.33,0.94,31.68,24.72,0.06
14500,0.28,0.94,31.68,24.72,0.06
14570,0.27,0.93,31.68,24.72,0.06
14600,0.35,0.95,31.68,24.72,0.06
14620,0.35,0.94,31.68,24.72,0.06
14660,0.48,0.96,31.68,24.72,0.09
14680,0.46,0.96,31.69,24.72,0.09
14850,0.42,0.91,31.69,24.72,0.06
14860,0.42,0.92,31.69,24.72,0.06
15080,0.4,0.94,31.69,24.73,0.1
15120,0.42,0.94,31.69,24.73,0.06
15260,0.39,0.93,31.7,24.73,0.03
15290,0.37,0.92,31.7,24.73,0.03
15300,0.35,0.92,31.7,24.73,0.07
15470,0.4,0.92,31.7,24.73,0.04
15740,0.36,0.91,31.71,24.73,0.05
15780,0.37,0.91,31.71,24.73,0.04
15820,0.3,0.9,31.71,24.74,0.04
16030,0.29,0.89,31.71,24.74,0.04
16050,0.28,0.9,31.71,24.74,0.04
16200,0.3,0.9,31.71,24.74,0.03
16220,0.29,0.9,31.71,24.74,0.03
16370,0.31,0.9,31.71,24.74,0.04
16600,0.25,0.89,31.72,24.74,0.02
16610,0.25,0.89,31.72,24.74,0.02
16660,0.26,0.9,31.72,24.74,0.03
16690,0.3,0.91,31.72,24.74,0.02
16770,0.28,0.92,31.72,24.75,0.04
16820,0.26,0.91,31.72,24.75,0.04
16840,0.27,0.92,31.72,24.75,0.04
16870,0.28,0.92,31.72,24.75,0.04
16900,0.24,0.92,31.72,24.75,0.04
17100,0.22,0.88,31.72,24.75,0.04
17180,0.44,0.93,31.72,24.75,0.04
17200,0.49,0.92,31.72,24.75,0.04
17350,0.45,0.95,31.73,24.75,0.05
17450,0.34,0.92,31.73,24.75,0.06
17490,0.36,0.92,31.73,24.75,0.06
17650,0.4,0.94,31.73,24.75,0.04
17930,0.34,0.91,31.73,24.76,0.05
18130,0.38,0.91,31.74,24.76,0.05
18140,0.3,0.91,31.74,24.76,0.05
18240,0.43,0.91,31.74,24.76,0.05
18280,0.28,0.91,31.74,24.76,0.05
18350,0.26,0.9,31.74,24.76,0.03
18360,0.26,0.9,31.74,24.76,0.04
18390,0.33,0.91,31.74,24.76,0.04
18430,0.31,0.91,31.74,24.77,0.06
18660,0.36,0.94,31.74,24.77,0.04
18690,0.31,0.92,31.74,24.77,0.04
18700,0.31,0.93,31.74,24.77,0.04
18710,0.35,0.93,31.75,24.77,0.04
18850,0.34,0.92,31.75,24.77,0.05
18890,0.3,0.93,31.75,24.77,0.05
18910,0.38,0.93,31.75,24.77,0.04
19110,0.28,0.92,31.76,24.78,0.03
19360,0.27,0.89,31.76,24.78,0.04
19370,0.26,0.89,31.76,24.78,0.04
19560,0.49,0.91,31.76,24.78,0.05
19790,0.41,0.91,31.77,24.78,0.12
19850,0.37,0.91,31.77,24.78,0.12
19890,0.32,0.91,31.77,24.78,0.06
20310,0.5,0.92,31.78,24.79,0.22
20710,0.56,0.94,31.8,24.8,0.13
