time_stamp,cpu_util_percent,mem_util_percent,net_in,net_out,disk_io_percent
10,0.06,0.85,31.43,22.41,0.01
50,0.49,0.85,31.43,22.41,0.01
120,0.04,0.85,31.43,22.41,0.01
260,0.21,0.85,31.43,22.41,0.01
300,0.04,0.85,31.43,22.41,0.01
380,0.27,0.86,31.43,22.41,0.01
420,0.35,0.88,31.43,22.41,0.01
550,0.16,0.88,31.43,22.42,0.01
650,0.26,0.91,31.44,22.42,0.03
700,0.31,0.89,31.44,22.42,0.04
750,0.25,0.87,31.44,22.42,0.02
760,0.15,0.87,31.44,22.42,0.02
800,0.15,0.88,31.44,22.42,0.03
920,0.28,0.86,31.44,22.42,0.01
1210,0.37,0.9,31.44,22.42,0.02
1330,0.34,0.89,31.44,22.42,0.01
1390,0.48,0.89,31.44,22.42,0.01
1660,0.23,0.92,31.44,22.42,0.01
1670,0.25,0.9,31.44,22.42,0.01
1730,0.17,0.9,31.44,22.42,0.02
1760,0.3,0.9,31.44,22.42,0.01
1890,0.2,0.92,31.45,22.42,0.01
1950,0.05,0.87,31.45,22.42,0.04
2010,0.09,0.88,31.45,22.42,0.01
2110,0.49,0.87,31.45,22.43,0.01
2140,0.07,0.87,31.45,22.43,0.01
2210,0.1,0.87,31.45,22.43,0.01
2370,0.1,0.88,31.45,22.43,0.01
2430,0.41,0.89,31.45,22.43,0.01
2460,0.1,0.9,31.45,22.43,0.01
2540,0.2,0.91,31.45,22.43,0.01
2580,0.16,0.91,31.45,22.43,0.01
2590,0.36,0.91,31.45,22.43,0.01
2620,0.11,0.91,31.45,22.43,0.01
2640,0.35,0.91,31.45,22.43,0.01
2880,0.12,0.89,31.45,22.43,0.01
2980,0.1,0.9,31.45,22.43,0.01
3020,0.35,0.9,31.45,22.43,0.02
3160,0.29,0.9,31.45,22.43,0.01
3180,0.08,0.88,31.45,22.43,0.03
3190,0.4,0.88,31.45,22.43,0.03
3230,0.1,0.88,31.45,22.43,0.03
3290,0.08,0.9,31.45,22.43,0.01
3480,0.08,0.91,31.45,22.43,0.01
3560,0.42,0.92,31.45,22.43,0.01
3580,0.1,0.91,31.45,22.43,0.01
