time_stamp,cpu_util_percent,mem_util_percent,net_in,net_out,disk_io_percent
110,0.19,0.86,35.33,29.04,0.03
280,0.16,0.86,35.33,29.04,0.03
290,0.16,0.86,35.33,29.04,0.03
430,0.32,0.9,35.33,29.04,0.03
500,0.31,0.89,35.34,29.05,0.04
730,0.3,0.87,35.34,29.05,0.04
1000,0.35,0.88,35.35,29.06,0.06
1040,0.47,0.88,35.35,29.06,0.03
1080,0.46,0.88,35.35,29.06,0.04
1140,0.36,0.89,35.35,29.06,0.03
1240,0.39,0.92,35.35,29.06,0.03
1250,0.42,0.93,35.35,29.06,0.03
2560,0.21,0.85,35.38,29.08,0.02
2580,0.21,0.85,35.38,29.08,0.02
2660,0.26,0.85,35.38,29.08,0.02
2670,0.23,0.85,35.38,29.08,0.02
2680,0.24,0.85,35.38,29.08,0.02
2720,0.26,0.86,35.38,29.08,0.03
2740,0.27,0.86,35.38,29.08,0.03
3240,0.23,0.87,35.39,29.09,0.02
3310,0.24,0.85,35.39,29.09,0.02
3440,0.35,0.86,35.39,29.09,0.03
3460,0.32,0.86,35.39,29.09,0.03
3470,0.22,0.86,35.39,29.09,0.03
3580,0.2,0.87,35.39,29.09,0.02
3600,0.22,0.88,35.39,29.09,0.02
3670,0.28,0.89,35.4,29.1,0.03
3780,0.31,0.91,35.4,29.1,0.03
3880,0.26,0.89,35.4,29.1,0.03
3970,0.27,0.9,35.4,29.1,0.02
4000,0.29,0.9,35.4,29.1,0.02
4080,0.26,0.87,35.4,29.1,0.04
4230,0.25,0.87,35.41,29.1,0.03
4270,0.22,0.86,35.41,29.11,0.02
4280,0.23,0.86,35.41,29.11,0.02
4330,0.21,0.86,35.41,29.11,0.03
4360,0.22,0.86,35.41,29.11,0.03
4810,0.49,0.9,35.42,29.11,0.05
4870,0.44,0.85,35.42,29.11,0.07
4950,0.36,0.83,35.42,29.12,0.05
5020,0.34,0.81,35.42,29.12,0.03
5090,0.31,0.8,35.42,29.12,0.04
5100,0.33,0.8,35.42,29.12,0.06
5160,0.34,0.81,35.42,29.12,0.05
5200,0.41,0.81,35.42,29.12,0.05
5520,0.42,0.81,35.43,29.12,0.03
5680,0.36,0.82,35.43,29.13,0.04
5690,0.34,0.82,35.43,29.13,0.04
5750,0.37,0.81,35.44,29.13,0.04
5870,0.32,0.8,35.44,29.13,0.03
6000,0.29,0.78,35.44,29.13,0.03
6010,0.32,0.77,35.44,29.13,0.03
6140,0.25,0.79,35.44,29.13,0.02
6180,0.26,0.78,35.44,29.14,0.02
6280,0.42,0.8,35.45,29.14,0.03
6340,0.32,0.78,35.45,29.14,0.06
6530,0.28,0.78,35.45,29.14,0.06
6570,0.21,0.78,35.45,29.14,0.04
6630,0.28,0.81,35.45,29.14,0.03
6650,0.33,0.81,35.45,29.14,0.03
6760,0.24,0.8,35.45,29.14,0.02
7160,0.26,0.82,35.46,29.15,0.09
7300,0.33,0.84,35.47,29.15,0.04
7350,0.34,0.84,35.47,29.16,0.04
7550,0.51,0.83,35.47,29.16,0.04
7620,0.36,0.84,35.47,29.16,0.05
7710,0.3,0.83,35.48,29.16,0.03
7830,0.31,0.82,35.48,29.16,0.04
8140,0.31,0.81,35.49,29.17,0.04
8690,0.26,0.77,35.5,29.18,0.05
