time_stamp,cpu_util_percent,mem_util_percent,net_in,net_out,disk_io_percent
5350,0.12,0.93,25.67,24.58,0.02
5510,0.1,0.94,25.67,24.59,0.02
5570,0.1,0.94,25.67,24.59,0.02
5920,0.1,0.94,25.67,24.59,0.03
6440,0.1,0.94,25.67,24.59,0.02
6480,0.09,0.94,25.67,24.59,0.02
6540,0.09,0.94,25.67,24.59,0.02
6600,0.09,0.94,25.67,24.59,0.03
6630,0.09,0.94,25.67,24.59,0.03
11480,0.09,0.94,25.7,24.63,0.02
11510,0.08,0.94,25.7,24.63,0.02
11550,0.08,0.94,25.7,24.63,0.02
11560,0.09,0.94,25.7,24.63,0.02
11690,0.08,0.94,25.7,24.63,0.02
11740,0.09,0.94,25.7,24.63,0.02
11850,0.08,0.94,25.7,24.63,0.02
11880,0.08,0.94,25.7,24.63,0.02
11910,0.09,0.94,25.7,24.63,0.02
11930,0.08,0.94,25.7,24.63,0.02
12020,0.09,0.94,25.7,24.63,0.02
12110,0.08,0.94,25.7,24.63,0.02
12130,0.1,0.94,25.7,24.63,0.02
12280,0.08,0.94,25.7,24.63,0.02
12410,0.08,0.91,25.7,24.63,0.02
12440,0.08,0.91,25.7,24.64,0.02
12490,0.1,0.91,25.7,24.64,0.02
12590,0.08,0.91,25.7,24.64,0.02
12670,0.09,0.91,25.7,24.64,0.02
12680,0.08,0.91,25.7,24.64,0.02
12700,0.08,0.91,25.7,24.64,0.02
12900,0.09,0.91,25.7,24.64,0.02
13000,0.08,0.91,25.71,24.64,0.02
13050,0.08,0.91,25.71,24.64,0.02
13150,0.1,0.91,25.71,24.64,0.02
13220,0.09,0.91,25.71,24.64,0.02
13350,0.08,0.91,25.71,24.64,0.02
13360,0.08,0.91,25.71,24.64,0.02
13470,0.08,0.91,25.71,24.64,0.02
13750,0.09,0.91,25.71,24.64,0.02
13870,0.1,0.91,25.71,24.64,0.02
13930,0.09,0.91,25.71,24.64,0.02
13960,0.08,0.91,25.71,24.64,0.02
14100,0.08,0.91,25.71,24.65,0.02
14110,0.11,0.91,25.71,24.65,0.02
14190,0.08,0.91,25.71,24.65,0.02
14250,0.08,0.91,25.71,24.65,0.02
14260,0.08,0.91,25.71,24.65,0.02
14360,0.08,0.91,25.71,24.65,0.02
14400,0.08,0.91,25.71,24.65,0.02
14500,0.08,0.91,25.71,24.65,0.02
14620,0.08,0.91,25.71,24.65,0.02
14790,0.08,0.91,25.71,24.65,0.02
14870,0.08,0.91,25.71,24.65,0.02
14910,0.08,0.91,25.71,24.65,0.02
14970,0.08,0.91,25.71,24.65,0.02
14990,0.08,0.91,25.71,24.65,0.02
15040,0.08,0.91,25.71,24.65,0.02
15070,0.09,0.91,25.71,24.65,0.02
15140,0.08,0.91,25.71,24.65,0.02
15450,0.07,0.91,25.72,24.65,0.02
15680,0.08,0.91,25.72,24.66,0.02
15700,0.08,0.91,25.72,24.66,0.02
15740,0.08,0.91,25.72,24.66,0.02
15750,0.08,0.91,25.72,24.66,0.02
15780,0.08,0.91,25.72,24.66,0.02
15950,0.08,0.91,25.72,24.66,0.02
16040,0.08,0.91,25.72,24.66,0.02
16220,0.08,0.91,25.72,24.66,0.02
16370,0.08,0.91,25.72,24.66,0.02
16530,0.07,0.91,25.72,24.66,0.02
16590,0.07,0.91,25.72,24.66,0.02
16650,0.07,0.91,25.72,24.66,0.02
16930,0.09,0.91,25.72,24.66,0.02
16960,0.08,0.91,25.72,24.66,0.02
17070,0.08,0.91,25.72,24.66,0.02
17120,0.08,0.91,25.72,24.66,0.02
17140,0.08,0.91,25.72,24.66,0.02
17190,0.07,0.91,25.72,24.66,0.02
17290,0.09,0.91,25.72,24.66,0.02
17320,0.08,0.91,25.72,24.66,0.02
17530,0.09,0.91,25.72,24.67,0.02
17580,0.08,0.91,25.72,24.67,0.02
17640,0.08,0.91,25.72,24.67,0.02
17760,0.07,0.91,25.72,24.67,0.02
17800,0.08,0.91,25.73,24.67,0.02
17900,0.08,0.91,25.73,24.67,0.02
17920,0.08,0.91,25.73,24.67,0.02
18250,0.09,0.91,25.73,24.67,0.04
18260,0.08,0.91,25.73,24.67,0.04
18410,0.08,0.91,25.73,24.67,0.02
18460,0.08,0.91,25.73,24.67,0.02
18480,0.08,0.91,25.73,24.67,0.02
18580,0.08,0.91,25.73,24.67,0.02
18990,0.08,0.91,25.73,24.67,0.02
19180,0.08,0.91,25.73,24.68,0.02
19860,0.08,0.91,25.73,24.68,0.02
19900,0.08,0.91,25.73,24.68,0.02
19920,0.08,0.91,25.73,24.68,0.02
20120,0.09,0.91,25.73,24.68,0.02
20660,0.08,0.91,25.74,24.68,0.02
20690,0.08,0.91,25.74,24.69,0.02
20880,0.09,0.91,25.74,24.69,0.02
20900,0.09,0.92,25.74,24.69,0.02
20970,0.08,0.92,25.74,24.69,0.02
20980,0.08,0.92,25.74,24.69,0.02
21110,0.08,0.92,25.74,24.69,0.02
21270,0.08,0.92,25.74,24.69,0.02
21290,0.08,0.92,25.74,24.69,0.02
21430,0.1,0.92,25.74,24.69,0.02
21440,0.09,0.92,25.74,24.69,0.02
21520,0.09,0.92,25.74,24.69,0.02
21570,0.08,0.92,25.74,24.69,0.02
21590,0.08,0.92,25.74,24.69,0.02
21800,0.1,0.92,25.74,24.69,0.02
21850,0.1,0.92,25.74,24.69,0.02
22000,0.09,0.92,25.74,24.69,0.03
22160,0.09,0.92,25.74,24.7,0.02
22190,0.09,0.92,25.74,24.7,0.02
22260,0.09,0.92,25.75,24.7,0.02
22460,0.09,0.92,25.75,24.7,0.02
22570,0.1,0.92,25.75,24.7,0.02
22680,0.09,0.92,25.75,24.7,0.02
22700,0.09,0.92,25.75,24.7,0.02
22740,0.09,0.92,25.75,24.7,0.02
23160,0.09,0.92,25.75,24.7,0.02
23350,0.11,0.92,25.75,24.7,0.02
23500,0.1,0.92,25.75,24.71,0.03
23560,0.1,0.92,25.75,24.71,0.02
23810,0.09,0.92,25.75,24.71,0.03
23880,0.09,0.92,25.75,24.71,0.02
23950,0.11,0.92,25.75,24.71,0.02
24010,0.13,0.92,25.75,24.71,0.02
24110,0.1,0.92,25.76,24.71,0.03
24300,0.1,0.92,25.76,24.71,0.02
24650,0.1,0.92,25.76,24.71,0.02
24690,0.1,0.92,25.76,24.71,0.02
24720,0.1,0.92,25.76,24.72,0.02
24780,0.1,0.92,25.76,24.72,0.03
24800,0.11,0.92,25.76,24.72,0.03
24810,0.11,0.92,25.76,24.72,0.03
24880,0.11,0.92,25.76,24.72,0.03
24970,0.12,0.92,25.76,24.72,0.03
25100,0.1,0.92,25.76,24.72,0.02
25150,0.11,0.92,25.76,24.72,0.02
25260,0.11,0.92,25.76,24.72,0.02
25310,0.11,0.92,25.76,24.72,0.02
25370,0.11,0.92,25.76,24.72,0.03
25710,0.1,0.92,25.76,24.72,0.03
25810,0.15,0.92,25.77,24.72,0.02
26120,0.11,0.92,25.77,24.73,0.03
26210,0.11,0.92,25.77,24.73,0.02
29210,0.14,0.93,25.79,24.76,0.03
29400,0.13,0.93,25.79,24.76,0.03
29450,0.14,0.93,25.79,24.76,0.03
29570,0.15,0.93,25.79,24.77,0.03
29610,0.15,0.93,25.79,24.77,0.03
29740,0.15,0.93,25.8,24.77,0.03
29770,0.16,0.93,25.8,24.77,0.03
29790,0.14,0.93,25.8,24.77,0.03
30040,0.16,0.93,25.8,24.77,0.03
30150,0.16,0.93,25.8,24.77,0.03
30180,0.15,0.93,25.8,24.77,0.03
30360,0.16,0.93,25.8,24.78,0.03
30430,0.17,0.93,25.8,24.78,0.03
30550,0.18,0.93,25.8,24.78,0.03
30640,0.17,0.93,25.8,24.78,0.03
30680,0.17,0.93,25.8,24.78,0.03
37270,0.27,0.95,25.89,24.9,0.04
37310,0.22,0.95,25.89,24.9,0.04
37340,0.23,0.95,25.89,24.9,0.04
37460,0.23,0.95,25.89,24.91,0.04
37590,0.22,0.95,25.89,24.91,0.04
37610,0.23,0.95,25.89,24.91,0.04
37690,0.26,0.95,25.89,24.91,0.04
37810,0.28,0.95,25.9,24.91,0.04
37930,0.25,0.95,25.9,24.91,0.04
38030,0.24,0.95,25.9,24.92,0.04
38120,0.23,0.95,25.9,24.92,0.04
38380,0.22,0.95,25.9,24.92,0.03
38430,0.24,0.95,25.91,24.93,0.03
38530,0.26,0.95,25.91,24.93,0.03
38650,0.24,0.95,25.91,24.93,0.04
38720,0.23,0.95,25.91,24.93,0.04
38750,0.23,0.95,25.91,24.93,0.04
38780,0.23,0.95,25.91,24.93,0.04
38960,0.24,0.95,25.91,24.94,0.04
39080,0.24,0.95,25.91,24.94,0.03
39240,0.23,0.95,25.92,24.94,0.04
39300,0.23,0.95,25.92,24.94,0.04
39310,0.26,0.95,25.92,24.94,0.04
39350,0.23,0.95,25.92,24.94,0.04
39390,0.23,0.95,25.92,24.94,0.04
39490,0.25,0.95,25.92,24.95,0.04
39550,0.24,0.95,25.92,24.95,0.04
39560,0.23,0.95,25.92,24.95,0.04
39660,0.24,0.95,25.92,24.95,0.04
39670,0.25,0.95,25.92,24.95,0.04
39720,0.23,0.95,25.92,24.95,0.03
39730,0.26,0.95,25.92,24.95,0.03
39830,0.25,0.95,25.93,24.95,0.04
40100,0.24,0.95,25.93,24.96,0.04
40210,0.26,0.95,25.93,24.96,0.04
40270,0.25,0.95,25.93,24.96,0.04
40690,0.25,0.95,25.94,24.97,0.03
40750,0.24,0.95,25.94,24.97,0.03
40820,0.24,0.95,25.94,24.97,0.03
40850,0.22,0.95,25.94,24.98,0.03
40860,0.23,0.95,25.94,24.98,0.04
40890,0.23,0.95,25.94,24.98,0.04
40920,0.23,0.95,25.94,24.98,0.04
40990,0.26,0.95,25.94,24.98,0.03
41040,0.23,0.95,25.94,24.98,0.03
41080,0.22,0.95,25.94,24.98,0.03
41200,0.23,0.95,25.95,24.98,0.04
41220,0.23,0.95,25.95,24.98,0.04
41370,0.24,0.95,25.95,24.99,0.03
41480,0.23,0.95,25.95,24.99,0.04
41490,0.23,0.95,25.95,24.99,0.04
41780,0.23,0.95,25.95,24.99,0.03
41820,0.23,0.95,25.95,24.99,0.03
41940,0.23,0.95,25.96,25.0,0.03
41990,0.23,0.95,25.96,25.0,0.03
42010,0.26,0.95,25.96,25.0,0.03
42080,0.22,0.95,25.96,25.0,0.03
42100,0.23,0.95,25.96,25.0,0.03
42590,0.22,0.95,25.97,25.01,0.03
42830,0.21,0.96,25.97,25.02,0.04
42840,0.21,0.96,25.97,25.02,0.03
42860,0.22,0.95,25.97,25.02,0.03
42950,0.21,0.96,25.97,25.02,0.04
43180,0.23,0.95,25.97,25.02,0.04
43270,0.24,0.95,25.97,25.02,0.04
43330,0.25,0.95,25.98,25.02,0.03
43380,0.22,0.95,25.98,25.03,0.03
43390,0.22,0.95,25.98,25.03,0.03
43510,0.25,0.95,25.98,25.03,0.03
43670,0.2,0.95,25.98,25.03,0.03
43820,0.21,0.95,25.98,25.03,0.04
43880,0.2,0.95,25.98,25.04,0.04
43920,0.2,0.95,25.98,25.04,0.03
44090,0.2,0.95,25.99,25.04,0.03
44440,0.2,0.95,25.99,25.05,0.04
44480,0.2,0.95,25.99,25.05,0.03
44500,0.2,0.95,25.99,25.05,0.03
44550,0.2,0.96,25.99,25.05,0.03
44570,0.2,0.96,25.99,25.05,0.03
44610,0.18,0.95,25.99,25.05,0.04
44630,0.19,0.95,25.99,25.05,0.04
44930,0.19,0.95,26.0,25.05,0.03
46430,0.19,0.96,26.02,25.08,0.04
46510,0.23,0.96,26.02,25.08,0.04
46560,0.21,0.96,26.02,25.08,0.04
46570,0.22,0.96,26.02,25.08,0.04
46700,0.2,0.96,26.02,25.09,0.04
46770,0.19,0.96,26.02,25.09,0.04
46790,0.19,0.96,26.02,25.09,0.04
46830,0.19,0.96,26.02,25.09,0.04
46840,0.2,0.96,26.02,25.09,0.04
46850,0.21,0.96,26.02,25.09,0.04
47070,0.2,0.96,26.02,25.09,0.04
47400,0.19,0.96,26.03,25.1,0.04
47730,0.19,0.96,26.03,25.1,0.04
47750,0.2,0.96,26.03,25.11,0.04
54910,0.27,0.96,26.13,25.24,0.04
54950,0.23,0.96,26.13,25.24,0.04
54980,0.22,0.96,26.13,25.25,0.03
55070,0.23,0.96,26.13,25.25,0.03
55090,0.24,0.96,26.13,25.25,0.03
55230,0.23,0.96,26.14,25.25,0.04
55380,0.22,0.96,26.14,25.25,0.03
55400,0.23,0.96,26.14,25.25,0.03
55480,0.23,0.96,26.14,25.26,0.03
55640,0.23,0.96,26.14,25.26,0.04
55770,0.22,0.96,26.14,25.26,0.04
55840,0.23,0.96,26.15,25.26,0.03
55860,0.23,0.96,26.15,25.26,0.03
56160,0.24,0.96,26.15,25.27,0.03
56250,0.23,0.96,26.15,25.27,0.03
56270,0.23,0.96,26.15,25.27,0.03
56480,0.23,0.96,26.15,25.28,0.03
56560,0.23,0.96,26.16,25.28,0.03
56610,0.23,0.96,26.16,25.28,0.03
56640,0.22,0.96,26.16,25.28,0.03
56680,0.23,0.96,26.16,25.28,0.03
56690,0.22,0.96,26.16,25.28,0.03
56730,0.23,0.96,26.16,25.28,0.03
56760,0.22,0.96,26.16,25.28,0.04
56900,0.23,0.96,26.16,25.28,0.03
57020,0.22,0.96,26.16,25.29,0.03
57080,0.23,0.96,26.16,25.29,0.03
57130,0.24,0.96,26.16,25.29,0.03
57390,0.22,0.96,26.17,25.29,0.03
57470,0.23,0.96,26.17,25.3,0.03
57490,0.24,0.96,26.17,25.3,0.03
57510,0.22,0.96,26.17,25.3,0.03
57520,0.23,0.96,26.17,25.3,0.03
57580,0.25,0.96,26.17,25.3,0.03
57600,0.22,0.96,26.17,25.3,0.03
57770,0.23,0.96,26.17,25.3,0.03
57880,0.24,0.96,26.17,25.3,0.03
57990,0.22,0.96,26.18,25.31,0.03
58090,0.23,0.96,26.18,25.31,0.03
58160,0.23,0.96,26.18,25.31,0.03
59290,0.27,0.96,26.19,25.33,0.03
59310,0.22,0.96,26.19,25.33,0.03
59390,0.22,0.96,26.2,25.33,0.03
59500,0.23,0.96,26.2,25.34,0.03
59840,0.23,0.96,26.2,25.34,0.03
59900,0.23,0.96,26.2,25.35,0.03
60050,0.23,0.96,26.21,25.35,0.03
60060,0.23,0.96,26.21,25.35,0.03
60180,0.22,0.96,26.21,25.35,0.03
60270,0.23,0.96,26.21,25.35,0.03
60300,0.22,0.96,26.21,25.35,0.04
60470,0.23,0.96,26.21,25.36,0.03
60650,0.22,0.96,26.21,25.36,0.03
60670,0.25,0.96,26.21,25.36,0.04
60690,0.22,0.96,26.21,25.36,0.04
60810,0.24,0.96,26.22,25.36,0.03
60830,0.23,0.96,26.22,25.36,0.03
60880,0.24,0.96,26.22,25.37,0.03
61010,0.23,0.96,26.22,25.37,0.04
61040,0.22,0.96,26.22,25.37,0.04
61050,0.23,0.96,26.22,25.37,0.04
61270,0.26,0.96,26.22,25.37,0.04
61320,0.23,0.96,26.22,25.37,0.04
61410,0.23,0.96,26.22,25.38,0.04
61450,0.24,0.96,26.23,25.38,0.04
61540,0.25,0.96,26.23,25.38,0.04
61610,0.23,0.96,26.23,25.38,0.04
61680,0.22,0.96,26.23,25.38,0.03
61700,0.22,0.96,26.23,25.38,0.03
61720,0.22,0.96,26.23,25.38,0.03
61770,0.21,0.96,26.23,25.38,0.03
61790,0.21,0.96,26.23,25.38,0.03
61800,0.22,0.96,26.23,25.38,0.03
61810,0.27,0.96,26.23,25.38,0.03
62130,0.22,0.96,26.24,25.39,0.03
62170,0.25,0.96,26.24,25.39,0.03
62280,0.23,0.96,26.24,25.39,0.03
62310,0.23,0.96,26.24,25.39,0.03
63610,0.25,0.96,26.26,25.42,0.04
63700,0.22,0.96,26.26,25.42,0.04
63750,0.21,0.96,26.26,25.42,0.05
63760,0.23,0.96,26.26,25.42,0.05
63920,0.24,0.96,26.26,25.43,0.04
71690,0.18,0.96,26.36,25.56,0.03
71870,0.18,0.96,26.36,25.57,0.03
72080,0.2,0.96,26.36,25.57,0.03
72180,0.19,0.96,26.36,25.57,0.03
72190,0.21,0.96,26.36,25.57,0.03
72230,0.19,0.96,26.36,25.57,0.03
72390,0.19,0.96,26.37,25.58,0.03
72410,0.18,0.96,26.37,25.58,0.03
72470,0.19,0.96,26.37,25.58,0.03
72490,0.21,0.96,26.37,25.58,0.03
72500,0.19,0.96,26.37,25.58,0.03
72560,0.19,0.96,26.37,25.58,0.03
72610,0.23,0.96,26.37,25.58,0.03
