time_stamp,cpu_util_percent,mem_util_percent,net_in,net_out,disk_io_percent
6950,0.34,0.86,40.84,36.6,0.04
6990,0.32,0.87,40.84,36.6,0.05
7090,0.33,0.87,40.84,36.6,0.13
7110,0.31,0.87,40.85,36.6,0.13
7190,0.36,0.88,40.85,36.6,0.1
7210,0.45,0.88,40.85,36.6,0.07
7240,0.44,0.89,40.85,36.6,0.07
7460,0.36,0.9,40.85,36.61,0.09
7510,0.42,0.9,40.86,36.61,0.05
7590,0.38,0.89,40.86,36.61,0.04
7640,0.32,0.87,40.86,36.61,0.06
7700,0.29,0.84,40.86,36.61,0.06
7830,0.33,0.83,40.86,36.61,0.09
7990,0.37,0.84,40.87,36.62,0.08
8020,0.33,0.84,40.87,36.62,0.08
8110,0.38,0.84,40.87,36.62,0.06
8120,0.34,0.84,40.87,36.62,0.06
8180,0.53,0.84,40.87,36.62,0.05
8200,0.51,0.84,40.87,36.62,0.05
8380,0.39,0.82,40.87,36.62,0.04
8470,0.44,0.82,40.87,36.62,0.05
8510,0.3,0.81,40.88,36.62,0.05
8530,0.3,0.81,40.88,36.62,0.04
8720,0.32,0.82,40.88,36.63,0.27
8760,0.33,0.83,40.88,36.63,0.07
8790,0.34,0.83,40.88,36.63,0.07
8860,0.32,0.84,40.88,36.63,0.06
8940,0.25,0.81,40.88,36.63,0.1
9020,0.36,0.82,40.89,36.63,0.04
9160,0.32,0.83,40.89,36.63,0.06
9240,0.32,0.83,40.89,36.63,0.05
9310,0.39,0.83,40.89,36.63,0.04
9320,0.37,0.84,40.89,36.63,0.04
9370,0.37,0.84,40.89,36.63,0.07
9440,0.32,0.83,40.89,36.64,0.09
9570,0.32,0.83,40.89,36.64,0.1
9710,0.31,0.82,40.9,36.64,0.05
9770,0.26,0.81,40.9,36.64,0.05
9790,0.29,0.81,40.9,36.64,0.07
9810,0.29,0.81,40.9,36.64,0.07
9850,0.32,0.83,40.9,36.64,0.04
9860,0.3,0.83,40.9,36.64,0.04
9890,0.25,0.82,40.9,36.64,0.04
10030,0.33,0.84,40.9,36.64,0.04
10160,0.36,0.83,40.9,36.64,0.08
10310,0.39,0.84,40.91,36.65,0.05
10410,0.27,0.83,40.91,36.65,0.09
10570,0.32,0.84,40.91,36.65,0.12
10650,0.27,0.84,40.91,36.65,0.06
10800,0.29,0.83,40.91,36.65,0.05
10820,0.34,0.83,40.91,36.65,0.05
11070,0.33,0.84,40.92,36.66,0.06
11080,0.34,0.84,40.92,36.66,0.06
11320,0.25,0.85,40.93,36.66,0.03
11360,0.28,0.86,40.93,36.66,0.03
11380,0.28,0.86,40.93,36.66,0.03
11390,0.31,0.86,40.93,36.66,0.03
16350,0.31,0.9,41.03,36.73,0.07
16460,0.25,0.89,41.03,36.74,0.04
16500,0.25,0.89,41.03,36.74,0.04
16570,0.3,0.9,41.03,36.74,0.04
16670,0.32,0.9,41.03,36.74,0.04
16700,0.3,0.9,41.03,36.74,0.05
16720,0.28,0.9,41.03,36.74,0.05
16730,0.28,0.9,41.03,36.74,0.05
16770,0.29,0.89,41.03,36.74,0.06
16780,0.27,0.9,41.03,36.74,0.06
16790,0.27,0.89,41.03,36.74,0.06
16810,0.34,0.89,41.03,36.74,0.05
16940,0.33,0.89,41.03,36.74,0.05
17120,0.29,0.9,41.04,36.74,0.04
17190,0.48,0.92,41.04,36.75,0.04
17220,0.45,0.92,41.04,36.75,0.05
17280,0.41,0.92,41.04,36.75,0.06
17290,0.43,0.91,41.04,36.75,0.06
17360,0.46,0.93,41.04,36.75,0.06
17480,0.43,0.94,41.05,36.75,0.05
17540,0.4,0.91,41.05,36.75,0.04
17700,0.35,0.91,41.05,36.75,0.06
17710,0.48,0.91,41.05,36.75,0.06
17730,0.38,0.91,41.05,36.75,0.06
17750,0.38,0.92,41.05,36.75,0.06
18000,0.31,0.87,41.05,36.76,0.09
18020,0.35,0.87,41.05,36.76,0.09
18290,0.34,0.87,41.06,36.76,0.1
18410,0.39,0.89,41.06,36.76,0.05
18430,0.42,0.9,41.06,36.76,0.05
18500,0.37,0.91,41.06,36.76,0.06
18530,0.37,0.89,41.06,36.76,0.06
18560,0.38,0.89,41.06,36.76,0.06
18640,0.36,0.89,41.06,36.77,0.04
18650,0.39,0.9,41.06,36.77,0.04
18690,0.36,0.89,41.06,36.77,0.03
18760,0.41,0.9,41.07,36.77,0.03
18910,0.42,0.88,41.07,36.77,0.04
19100,0.34,0.9,41.07,36.77,0.04
19120,0.34,0.9,41.07,36.77,0.04
19210,0.37,0.86,41.08,36.77,0.05
19420,0.26,0.83,41.08,36.78,0.05
19530,0.57,0.88,41.08,36.78,0.04
19540,0.57,0.87,41.08,36.78,0.04
19570,0.49,0.87,41.08,36.78,0.05
19620,0.51,0.88,41.08,36.78,0.07
19650,0.5,0.88,41.08,36.78,0.07
19900,0.34,0.87,41.09,36.78,0.06
20290,0.56,0.9,41.1,36.79,0.28
20330,0.57,0.9,41.1,36.79,0.28
20340,0.62,0.91,41.1,36.79,0.2
20390,0.59,0.91,41.11,36.79,0.2
20400,0.6,0.92,41.11,36.79,0.16
20440,0.59,0.92,41.11,36.79,0.16
20470,0.57,0.92,41.11,36.79,0.24
20530,0.59,0.92,41.11,36.79,0.27
20550,0.56,0.92,41.11,36.79,0.27
20670,0.52,0.9,41.11,36.8,0.12
20690,0.54,0.91,41.11,36.8,0.12
21000,0.63,0.91,41.12,36.8,0.14
21030,0.67,0.91,41.12,36.8,0.14
21360,0.47,0.89,41.13,36.81,0.13
21400,0.46,0.89,41.13,36.81,0.13
21570,0.47,0.9,41.13,36.81,0.09
21750,0.58,0.89,41.13,36.82,0.08
22050,0.53,0.9,41.14,36.82,0.1
22230,0.53,0.88,41.15,36.83,0.07
22270,0.62,0.89,41.15,36.83,0.11
22640,0.78,0.94,41.16,36.84,0.13
22710,0.77,0.93,41.17,36.84,0.14
22740,0.76,0.92,41.17,36.84,0.11
22890,0.77,0.93,41.17,36.84,0.15
23030,0.72,0.91,41.18,36.84,0.09
23230,0.71,0.92,41.19,36.85,0.1
23250,0.62,0.91,41.19,36.85,0.1
23260,0.6,0.91,41.19,36.85,0.1
23370,0.68,0.92,41.19,36.85,0.09
27080,0.62,0.92,41.29,36.93,0.09
27360,0.57,0.89,41.3,36.94,0.09
27460,0.55,0.89,41.3,36.94,0.13
27470,0.57,0.89,41.3,36.94,0.13
27520,0.49,0.89,41.3,36.94,0.07
27560,0.61,0.91,41.3,36.94,0.05
27600,0.5,0.9,41.3,36.94,0.1
27770,0.5,0.89,41.31,36.95,0.06
27780,0.48,0.88,41.31,36.95,0.09
27860,0.41,0.87,41.31,36.95,0.05
27870,0.41,0.88,41.31,36.95,0.05
28110,0.49,0.89,41.32,36.95,0.08
28230,0.41,0.86,41.32,36.96,0.11
28420,0.42,0.88,41.32,36.96,0.15
28510,0.5,0.87,41.32,36.96,0.15
28570,0.48,0.88,41.32,36.96,0.17
28610,0.44,0.88,41.33,36.96,0.17
28620,0.42,0.89,41.33,36.96,0.12
28650,0.45,0.88,41.33,36.96,0.12
29110,0.58,0.91,41.34,36.97,0.16
29220,0.51,0.91,41.34,36.98,0.1
29290,0.48,0.87,41.34,36.98,0.08
29560,0.34,0.83,41.35,36.98,0.07
29600,0.44,0.84,41.35,36.98,0.07
29700,0.43,0.85,41.35,36.99,0.08
29720,0.47,0.86,41.35,36.99,0.08
29760,0.44,0.85,41.35,36.99,0.11
29960,0.43,0.85,41.35,36.99,0.09
30000,0.43,0.86,41.36,36.99,0.12
30040,0.44,0.86,41.36,36.99,0.12
30120,0.4,0.86,41.36,37.0,0.11
30250,0.54,0.86,41.36,37.0,0.08
30280,0.52,0.87,41.36,37.0,0.08
30310,0.55,0.87,41.36,37.0,0.13
30440,0.44,0.86,41.36,37.0,0.14
30490,0.5,0.87,41.36,37.0,0.09
30540,0.47,0.89,41.36,37.0,0.05
30560,0.47,0.89,41.36,37.0,0.05
30820,0.46,0.86,41.37,37.01,0.09
31080,0.41,0.84,41.38,37.02,0.09
31110,0.41,0.84,41.38,37.02,0.09
31120,0.43,0.84,41.38,37.02,0.09
31200,0.44,0.86,41.38,37.02,0.07
31340,0.44,0.86,41.38,37.02,0.12
31810,0.44,0.84,41.39,37.03,0.07
31870,0.46,0.85,41.39,37.03,0.05
31880,0.44,0.85,41.39,37.03,0.05
31930,0.44,0.85,41.39,37.03,0.07
31980,0.42,0.85,41.39,37.03,0.07
32100,0.42,0.87,41.39,37.04,0.09
32210,0.43,0.84,41.39,37.04,0.09
32580,0.39,0.84,41.4,37.05,0.08
32740,0.55,0.86,41.4,37.05,0.07
32800,0.43,0.85,41.41,37.05,0.07
32830,0.43,0.85,41.41,37.05,0.1
32900,0.43,0.84,41.41,37.05,0.07
32920,0.44,0.85,41.41,37.06,0.07
32980,0.41,0.86,41.41,37.06,0.07
33040,0.47,0.87,41.41,37.06,0.08
33130,0.48,0.86,41.41,37.06,0.07
33620,0.48,0.89,41.42,37.07,0.07
33720,0.52,0.9,41.42,37.07,0.06
33730,0.52,0.9,41.42,37.07,0.06
33810,0.56,0.92,41.43,37.08,0.06
33820,0.57,0.92,41.43,37.08,0.06
34070,0.5,0.87,41.43,37.09,0.06
34080,0.45,0.87,41.43,37.09,0.11
34210,0.52,0.89,41.44,37.09,0.08
34260,0.51,0.88,41.44,37.09,0.09
34320,0.49,0.88,41.44,37.09,0.07
34420,0.47,0.86,41.44,37.1,0.1
34510,0.5,0.86,41.44,37.1,0.07
34540,0.51,0.87,41.44,37.1,0.07
34840,0.49,0.86,41.45,37.11,0.06
34860,0.46,0.87,41.45,37.11,0.07
34880,0.52,0.87,41.45,37.11,0.07
34910,0.53,0.87,41.45,37.11,0.07
35020,0.48,0.87,41.46,37.11,0.09
35130,0.51,0.87,41.46,37.12,0.09
35210,0.54,0.88,41.46,37.12,0.08
35330,0.56,0.89,41.46,37.12,0.08
35450,0.5,0.89,41.47,37.12,0.09
35480,0.52,0.88,41.47,37.13,0.08
35550,0.53,0.89,41.47,37.13,0.08
35600,0.47,0.89,41.47,37.13,0.08
35660,0.51,0.88,41.47,37.13,0.08
35770,0.56,0.9,41.47,37.13,0.05
35780,0.58,0.9,41.47,37.13,0.05
35810,0.53,0.91,41.48,37.14,0.05
35820,0.56,0.9,41.48,37.14,0.07
35830,0.57,0.9,41.48,37.14,0.07
35850,0.49,0.89,41.48,37.14,0.07
35900,0.51,0.89,41.48,37.14,0.07
35990,0.52,0.91,41.48,37.14,0.06
36190,0.6,0.91,41.49,37.15,0.11
36230,0.61,0.91,41.49,37.15,0.11
36400,0.59,0.91,41.49,37.16,0.07
36430,0.61,0.91,41.49,37.16,0.1
36500,0.55,0.88,41.49,37.16,0.1
36630,0.55,0.86,41.5,37.16,0.11
36800,0.49,0.89,41.5,37.17,0.09
36850,0.56,0.89,41.5,37.17,0.08
38150,0.46,0.87,41.53,37.2,0.11
38420,0.42,0.85,41.54,37.21,0.09
38470,0.54,0.86,41.54,37.21,0.08
38480,0.51,0.85,41.54,37.21,0.08
38610,0.44,0.85,41.54,37.21,0.07
38620,0.46,0.85,41.54,37.21,0.07
38640,0.43,0.85,41.54,37.21,0.09
38750,0.43,0.85,41.55,37.22,0.08
38760,0.42,0.84,41.55,37.22,0.09
38770,0.46,0.84,41.55,37.22,0.09
38790,0.41,0.84,41.55,37.22,0.09
38830,0.45,0.84,41.55,37.22,0.07
38850,0.46,0.84,41.55,37.22,0.07
38900,0.49,0.84,41.55,37.22,0.11
38950,0.54,0.85,41.55,37.22,0.08
39020,0.55,0.86,41.55,37.22,0.08
39030,0.53,0.86,41.55,37.22,0.08
39100,0.52,0.86,41.56,37.23,0.09
39410,0.43,0.85,41.56,37.24,0.09
39440,0.4,0.85,41.56,37.24,0.08
39580,0.39,0.85,41.57,37.24,0.07
39720,0.46,0.87,41.57,37.24,0.14
39740,0.48,0.88,41.57,37.24,0.14
39760,0.5,0.88,41.57,37.24,0.14
39820,0.51,0.89,41.57,37.25,0.11
40070,0.51,0.91,41.58,37.25,0.09
40290,0.53,0.87,41.58,37.26,0.09
40300,0.54,0.88,41.58,37.26,0.09
40380,0.54,0.86,41.58,37.26,0.07
40460,0.54,0.87,41.58,37.26,0.07
40500,0.55,0.86,41.59,37.26,0.08
40530,0.6,0.87,41.59,37.27,0.08
40550,0.58,0.87,41.59,37.27,0.08
40570,0.58,0.87,41.59,37.27,0.08
40620,0.52,0.86,41.59,37.27,0.1
40690,0.52,0.86,41.59,37.27,0.09
40850,0.53,0.85,41.59,37.27,0.08
40920,0.56,0.86,41.6,37.28,0.08
