time_stamp,cpu_util_percent,mem_util_percent,net_in,net_out,disk_io_percent
20,0.27,0.92,40.15,34.58,0.03
90,0.23,0.92,40.15,34.59,0.05
110,0.19,0.91,40.15,34.59,0.05
120,0.19,0.91,40.15,34.59,0.04
150,0.2,0.91,40.15,34.59,0.04
160,0.18,0.91,40.15,34.59,0.04
390,0.34,0.92,40.15,34.59,0.04
560,0.33,0.92,40.15,34.59,0.05
750,0.36,0.91,40.16,34.6,0.05
770,0.36,0.91,40.16,34.6,0.05
880,0.31,0.91,40.16,34.6,0.04
920,0.32,0.91,40.16,34.6,0.04
940,0.36,0.92,40.16,34.6,0.04
1000,0.4,0.93,40.16,34.6,0.04
1180,0.4,0.92,40.16,34.6,0.04
1250,0.42,0.93,40.17,34.61,0.05
1280,0.39,0.93,40.17,34.61,0.04
1320,0.3,0.91,40.17,34.61,0.04
1430,0.3,0.92,40.17,34.61,0.03
1730,0.33,0.95,40.18,34.61,0.04
1850,0.39,0.95,40.18,34.61,0.04
1870,0.36,0.94,40.18,34.61,0.05
1910,0.36,0.92,40.18,34.62,0.05
1920,0.33,0.92,40.18,34.62,0.04
1930,0.33,0.92,40.18,34.62,0.04
1950,0.25,0.9,40.18,34.62,0.04
2040,0.25,0.89,40.18,34.62,0.03
2260,0.34,0.89,40.18,34.62,0.04
2400,0.25,0.88,40.18,34.62,0.04
2580,0.24,0.91,40.19,34.62,0.11
2630,0.26,0.91,40.19,34.62,0.11
2960,0.32,0.9,40.19,34.63,0.11
3120,0.27,0.91,40.2,34.63,0.05
6100,0.31,0.88,40.24,34.67,0.04
6140,0.26,0.86,40.24,34.67,0.04
6160,0.25,0.86,40.24,34.67,0.04
6170,0.26,0.86,40.24,34.67,0.04
6400,0.34,0.88,40.25,34.67,0.04
6420,0.33,0.89,40.25,34.67,0.03
6560,0.32,0.91,40.25,34.68,0.04
6820,0.27,0.89,40.25,34.68,0.04
6970,0.34,0.9,40.26,34.68,0.03
7200,0.29,0.89,40.26,34.69,0.05
7400,0.38,0.92,40.26,34.69,0.06
7420,0.36,0.92,40.26,34.69,0.06
7550,0.36,0.9,40.27,34.69,0.04
7690,0.39,0.93,40.27,34.69,0.06
7700,0.39,0.95,40.27,34.69,0.06
7750,0.4,0.94,40.27,34.69,0.05
7830,0.33,0.93,40.27,34.7,0.05
7920,0.48,0.94,40.28,34.7,0.07
8130,0.37,0.91,40.28,34.7,0.04
8410,0.49,0.91,40.29,34.71,0.05
8450,0.48,0.89,40.29,34.71,0.05
8540,0.27,0.88,40.29,34.71,0.05
8550,0.32,0.89,40.29,34.71,0.05
8580,0.3,0.9,40.29,34.71,0.05
8600,0.36,0.9,40.29,34.71,0.05
8650,0.4,0.9,40.29,34.71,0.06
8770,0.31,0.9,40.29,34.71,0.06
8860,0.3,0.9,40.29,34.71,0.06
8930,0.26,0.88,40.29,34.71,0.07
8960,0.25,0.88,40.29,34.71,0.04
9010,0.38,0.88,40.3,34.71,0.04
9040,0.31,0.88,40.3,34.71,0.04
9560,0.3,0.88,40.3,34.72,0.04
9590,0.28,0.89,40.3,34.72,0.04
9610,0.38,0.89,40.3,34.72,0.06
9670,0.3,0.89,40.3,34.72,0.03
9830,0.33,0.88,40.31,34.72,0.03
10310,0.33,0.89,40.31,34.72,0.04
10470,0.32,0.9,40.32,34.72,0.05
10510,0.32,0.89,40.32,34.72,0.05
10550,0.3,0.9,40.32,34.73,0.05
10820,0.33,0.9,40.32,34.73,0.04
10940,0.34,0.92,40.32,34.73,0.05
10980,0.35,0.91,40.33,34.73,0.04
11070,0.39,0.92,40.33,34.73,0.03
11150,0.37,0.92,40.33,34.73,0.03
11170,0.4,0.91,40.33,34.73,0.06
11230,0.28,0.92,40.34,34.73,0.05
11320,0.24,0.92,40.34,34.73,0.04
11400,0.38,0.93,40.34,34.73,0.03
11420,0.35,0.94,40.34,34.73,0.03
11460,0.3,0.93,40.34,34.74,0.03
11500,0.24,0.9,40.34,34.74,0.03
11530,0.28,0.9,40.34,34.74,0.05
11680,0.25,0.89,40.34,34.74,0.04
11810,0.27,0.87,40.35,34.74,0.04
11940,0.26,0.87,40.35,34.74,0.03
12040,0.23,0.87,40.35,34.74,0.03
12060,0.48,0.88,40.35,34.74,0.05
12400,0.56,0.92,40.36,34.74,0.03
12500,0.48,0.91,40.36,34.74,0.04
12580,0.49,0.87,40.36,34.75,0.03
12630,0.5,0.88,40.36,34.75,0.05
12710,0.47,0.87,40.36,34.75,0.04
13080,0.46,0.86,40.36,34.75,0.03
13120,0.44,0.85,40.36,34.75,0.03
13190,0.48,0.86,40.36,34.75,0.07
13420,0.48,0.88,40.37,34.75,0.04
13440,0.48,0.88,40.37,34.75,0.04
13640,0.53,0.87,40.37,34.75,0.06
13990,0.53,0.89,40.37,34.76,0.04
14050,0.5,0.88,40.38,34.76,0.07
14190,0.52,0.9,40.38,34.76,0.03
14210,0.52,0.91,40.38,34.76,0.03
14220,0.53,0.91,40.38,34.76,0.03
14300,0.52,0.89,40.38,34.76,0.04
14410,0.78,0.93,40.38,34.76,0.07
14510,0.55,0.93,40.38,34.76,0.05
14650,0.39,0.85,40.38,34.76,0.08
14660,0.37,0.85,40.38,34.76,0.08
14750,0.39,0.75,40.39,34.76,0.12
14780,0.32,0.72,40.39,34.76,0.06
14810,0.36,0.74,40.39,34.77,0.06
14880,0.33,0.73,40.39,34.77,0.08
14890,0.32,0.71,40.39,34.77,0.08
14990,0.34,0.73,40.39,34.77,0.05
15010,0.45,0.73,40.39,34.77,0.08
15030,0.36,0.73,40.39,34.77,0.08
15060,0.41,0.72,40.39,34.77,0.06
15120,0.4,0.74,40.39,34.77,0.11
15190,0.45,0.73,40.39,34.77,0.11
15280,0.33,0.74,40.4,34.77,0.04
15410,0.38,0.76,40.4,34.77,0.04
15450,0.39,0.75,40.4,34.77,0.05
15460,0.36,0.75,40.4,34.77,0.05
15530,0.38,0.76,40.4,34.77,0.08
15690,0.34,0.74,40.4,34.78,0.15
15720,0.32,0.74,40.4,34.78,0.09
15760,0.32,0.75,40.4,34.78,0.09
15930,0.31,0.75,40.41,34.78,0.06
15950,0.31,0.74,40.41,34.78,0.06
15970,0.34,0.74,40.41,34.78,0.04
16170,0.41,0.73,40.41,34.78,0.04
16390,0.28,0.73,40.41,34.78,0.04
16420,0.3,0.74,40.41,34.78,0.04
16570,0.31,0.74,40.42,34.79,0.05
16760,0.28,0.72,40.42,34.79,0.05
16780,0.27,0.74,40.42,34.79,0.05
16810,0.35,0.73,40.42,34.79,0.05
16930,0.32,0.73,40.42,34.79,0.03
17070,0.27,0.73,40.42,34.79,0.04
17090,0.28,0.74,40.42,34.79,0.04
17300,0.45,0.76,40.43,34.79,0.06
17430,0.38,0.76,40.43,34.79,0.06
17560,0.4,0.79,40.43,34.79,0.06
17590,0.41,0.8,40.43,34.8,0.05
17700,0.34,0.77,40.43,34.8,0.04
17760,0.36,0.77,40.43,34.8,0.07
17770,0.36,0.78,40.43,34.8,0.07
17880,0.34,0.76,40.44,34.8,0.04
18110,0.37,0.76,40.44,34.8,0.07
18250,0.38,0.77,40.44,34.8,0.05
18390,0.51,0.77,40.44,34.81,0.05
18500,0.36,0.78,40.45,34.81,0.05
18580,0.35,0.77,40.45,34.81,0.04
18650,0.39,0.78,40.45,34.81,0.05
18670,0.54,0.79,40.45,34.81,0.04
18890,0.3,0.75,40.46,34.82,0.09
19070,0.3,0.76,40.46,34.82,0.03
