time_stamp,cpu_util_percent,mem_util_percent,net_in,net_out,disk_io_percent
120,0.08,0.85,34.36,26.4,0.01
140,0.08,0.85,34.36,26.4,0.01
340,0.11,0.86,34.37,26.41,0.03
400,0.23,0.9,34.37,26.41,0.02
480,0.33,0.93,34.37,26.41,0.07
520,0.26,0.91,34.37,26.41,0.07
560,0.25,0.9,34.37,26.41,0.08
580,0.24,0.9,34.37,26.41,0.08
600,0.21,0.9,34.37,26.41,0.02
690,0.21,0.88,34.37,26.41,0.04
710,0.26,0.88,34.37,26.41,0.04
810,0.22,0.86,34.37,26.41,0.01
870,0.25,0.87,34.38,26.41,0.01
1010,0.27,0.87,34.38,26.41,0.01
1070,0.4,0.9,34.38,26.41,0.01
1320,0.27,0.89,34.38,26.42,0.01
1390,0.26,0.89,34.38,26.42,0.02
1420,0.24,0.88,34.39,26.42,0.02
1520,0.26,0.88,34.39,26.42,0.01
1530,0.27,0.88,34.39,26.42,0.01
1550,0.23,0.88,34.39,26.42,0.01
1680,0.26,0.91,34.39,26.42,0.02
2020,0.21,0.88,34.39,26.42,0.02
2100,0.18,0.88,34.39,26.42,0.01
2250,0.15,0.86,34.39,26.43,0.01
2340,0.16,0.86,34.39,26.43,0.01
2500,0.34,0.88,34.4,26.43,0.01
2520,0.21,0.89,34.4,26.43,0.01
2540,0.19,0.88,34.4,26.43,0.01
2550,0.18,0.88,34.4,26.43,0.01
2580,0.2,0.89,34.4,26.43,0.01
2720,0.21,0.87,34.4,26.43,0.01
2730,0.21,0.87,34.4,26.43,0.01
2830,0.22,0.87,34.4,26.43,0.02
3420,0.17,0.88,34.41,26.43,0.02
3750,0.22,0.9,34.41,26.44,0.01
3770,0.24,0.91,34.41,26.44,0.01
3880,0.23,0.92,34.41,26.44,0.01
3960,0.21,0.91,34.41,26.44,0.01
4010,0.22,0.91,34.41,26.44,0.01
4070,0.2,0.89,34.41,26.44,0.02
4090,0.27,0.9,34.41,26.44,0.04
4120,0.21,0.88,34.41,26.44,0.04
4170,0.18,0.87,34.42,26.44,0.03
4290,0.15,0.86,34.42,26.44,0.02
4510,0.16,0.84,34.42,26.44,0.01
4520,0.17,0.84,34.42,26.44,0.01
4690,0.31,0.92,34.42,26.45,0.02
4780,0.44,0.92,34.42,26.45,0.03
4880,0.32,0.89,34.43,26.45,0.02
5100,0.28,0.85,34.43,26.45,0.04
5170,0.31,0.86,34.43,26.45,0.04
5230,0.29,0.85,34.43,26.45,0.01
5260,0.31,0.85,34.43,26.45,0.01
5370,0.36,0.87,34.43,26.45,0.02
5510,0.35,0.86,34.43,26.46,0.02
5530,0.33,0.85,34.43,26.46,0.02
5690,0.32,0.87,34.44,26.46,0.02
5730,0.3,0.84,34.44,26.46,0.03
5810,0.23,0.83,34.44,26.46,0.02
5830,0.23,0.83,34.44,26.46,0.04
5890,0.33,0.85,34.44,26.46,0.02
6010,0.28,0.85,34.44,26.46,0.03
6170,0.24,0.83,34.45,26.46,0.03
6340,0.27,0.84,34.45,26.47,0.02
6420,0.21,0.84,34.45,26.47,0.03
6640,0.26,0.84,34.45,26.47,0.01
6780,0.24,0.81,34.46,26.47,0.01
6870,0.23,0.82,34.46,26.47,0.01
6880,0.22,0.82,34.46,26.47,0.01
7080,0.18,0.82,34.46,26.47,0.07
7090,0.25,0.82,34.46,26.47,0.07
7160,0.19,0.83,34.46,26.47,0.03
7240,0.31,0.85,34.46,26.48,0.03
7370,0.23,0.85,34.47,26.48,0.02
7380,0.25,0.85,34.47,26.48,0.03
7540,0.46,0.85,34.47,26.48,0.01
7550,0.51,0.85,34.47,26.48,0.01
7560,0.48,0.86,34.47,26.48,0.02
7580,0.34,0.86,34.47,26.48,0.02
7620,0.24,0.84,34.47,26.48,0.02
7670,0.23,0.84,34.47,26.48,0.02
7910,0.48,0.86,34.47,26.48,0.06
8110,0.37,0.85,34.48,26.49,0.03
8140,0.39,0.85,34.48,26.49,0.03
8210,0.33,0.85,34.48,26.49,0.06
8270,0.38,0.83,34.48,26.49,0.05
8360,0.4,0.83,34.48,26.49,0.03
8440,0.44,0.83,34.49,26.49,0.06
8480,0.32,0.82,34.49,26.49,0.03
8570,0.2,0.83,34.49,26.49,0.02
8920,0.22,0.82,34.49,26.49,0.01
